maintenance_id,equipment_id,maintenance_date,maintenance_type,issue_category,severity,downtime_hours,maintenance_cost_inr,engine_hours_at_maintenance
M_000606,EQ_00213,2025-10-29,Preventive,Scheduled Service,Medium,4.9,7278.94,3526
M_000607,EQ_00214,2026-03-10,Corrective,Engine,High,10.6,15070.76,1446
M_000608,EQ_00214,2026-02-17,Corrective,Electrical,Medium,15.6,54583.16,1527
M_000609,EQ_00214,2025-02-13,Preventive,Electrical,Low,6.4,9741.86,2767
M_000610,EQ_00214,2024-11-30,Preventive,Electrical,Low,5.2,19298.85,1480
M_000611,EQ_00215,2025-11-10,Preventive,Engine,High,6.0,26443.1,15640
M_000612,EQ_00215,2026-01-16,Preventive,Hydraulic,High,9.0,38288.1,17053
M_000613,EQ_00216,2025-01-05,Preventive,Tires/Tracks,Low,12.5,54334.49,2233
M_000614,EQ_00216,2025-07-29,Preventive,Electrical,High,18.9,31354.74,1887
M_000615,EQ_00216,2025-03-22,Corrective,Engine,Medium,3.2,6669.06,1564
M_000616,EQ_00217,2025-12-19,Preventive,Scheduled Service,Medium,22.1,77140.07,13262
M_000617,EQ_00217,2025-05-01,Corrective,Tires/Tracks,Medium,4.2,17052.97,12624
M_000618,EQ_00217,2025-04-12,Corrective,Scheduled Service,Medium,9.2,11409.57,13694
M_000619,EQ_00217,2025-08-24,Corrective,Scheduled Service,Medium,7.3,13272.5,13250
M_000620,EQ_00218,2024-12-07,Corrective,Electrical,Medium,9.8,38671.06,16750
M_000621,EQ_00218,2025-01-18,Preventive,Engine,Low,5.7,18301.04,18235
M_000622,EQ_00218,2025-09-04,Corrective,Engine,Low,21.8,93816.69,16845
M_000623,EQ_00218,2024-08-04,Preventive,Engine,Medium,18.8,79308.55,17220
M_000624,EQ_00219,2026-06-09,Corrective,Scheduled Service,Low,3.4,9579.49,15468
M_000625,EQ_00219,2026-07-12,Preventive,Engine,Medium,7.8,9546.78,15139
M_000626,EQ_00219,2025-03-06,Preventive,Tires/Tracks,Low,4.3,16083.67,16029
M_000627,EQ_00220,2024-04-29,Corrective,Engine,Medium,2.7,5021.49,10588
M_000628,EQ_00220,2025-09-10,Preventive,Engine,Low,2.9,7008.08,10725
M_000629,EQ_00221,2025-10-17,Preventive,Hydraulic,Low,31.9,76126.87,4957
M_000630,EQ_00221,2024-09-01,Corrective,Electrical,Medium,6.4,17987.11,4254
M_000631,EQ_00222,2025-02-06,Preventive,Tires/Tracks,Low,9.6,27047.01,20081
M_000632,EQ_00222,2025-08-15,Preventive,Hydraulic,Low,11.8,25764.2,21091
M_000633,EQ_00222,2025-08-09,Preventive,Electrical,Medium,5.3,9190.82,20383
M_000634,EQ_00223,2026-05-25,Preventive,Electrical,Low,12.1,52273.18,18680
M_000635,EQ_00223,2024-03-04,Preventive,Electrical,High,17.3,47159.42,19154
M_000636,EQ_00223,2026-05-17,Preventive,Engine,Low,7.9,24588.0,18961
M_000637,EQ_00224,2025-02-17,Preventive,Electrical,Medium,13.5,16553.19,14513
M_000638,EQ_00224,2026-06-10,Preventive,Scheduled Service,Low,10.1,30848.95,13774
M_000639,EQ_00224,2024-02-02,Preventive,Hydraulic,Medium,13.7,48723.08,13341
M_000640,EQ_00224,2025-10-26,Preventive,Tires/Tracks,Medium,1.6,3393.11,13754
M_000641,EQ_00225,2024-04-13,Corrective,Engine,Low,9.2,38508.48,1457
M_000642,EQ_00225,2024-03-19,Preventive,Scheduled Service,Low,20.6,57818.0,2229
M_000643,EQ_00225,2024-09-05,Corrective,Hydraulic,Low,7.9,27695.43,1957
M_000644,EQ_00226,2024-02-23,Preventive,Hydraulic,Medium,25.1,96803.51,1588
M_000645,EQ_00226,2025-07-10,Corrective,Tires/Tracks,Low,33.3,51191.46,1653
M_000646,EQ_00226,2024-12-13,Preventive,Hydraulic,Medium,17.2,24029.82,1695
M_000647,EQ_00226,2024-04-18,Preventive,Scheduled Service,Low,12.6,29593.04,588
M_000648,EQ_00227,2025-06-02,Preventive,Scheduled Service,Medium,26.4,45344.62,8090
M_000649,EQ_00227,2024-08-13,Preventive,Scheduled Service,High,3.7,12540.58,6866
M_000650,EQ_00227,2025-03-12,Preventive,Scheduled Service,Low,4.4,12822.14,8078
M_000651,EQ_00227,2024-03-29,Preventive,Engine,Medium,19.8,31023.54,7097
M_000652,EQ_00228,2024-01-10,Preventive,Scheduled Service,Low,3.8,11471.41,4787
M_000653,EQ_00229,2024-05-25,Corrective,Tires/Tracks,Low,6.5,18637.51,19484
M_000654,EQ_00229,2024-04-19,Corrective,Tires/Tracks,Low,16.3,44325.67,19159
M_000655,EQ_00229,2024-05-24,Preventive,Tires/Tracks,Low,14.8,24418.4,18319
M_000656,EQ_00229,2026-07-21,Corrective,Hydraulic,Medium,8.1,28461.8,19782
M_000657,EQ_00230,2025-12-07,Corrective,Electrical,Medium,9.1,33615.56,5337
M_000658,EQ_00230,2026-05-13,Preventive,Scheduled Service,High,54.1,81879.53,5622
M_000659,EQ_00230,2024-05-04,Corrective,Electrical,Medium,21.7,89091.3,4457
M_000660,EQ_00230,2025-06-08,Corrective,Tires/Tracks,High,8.2,30326.39,4934
M_000661,EQ_00231,2024-04-02,Preventive,Hydraulic,Low,11.1,17237.45,7192
M_000662,EQ_00231,2025-10-25,Corrective,Electrical,Low,16.3,20233.5,7339
M_000663,EQ_00232,2024-08-08,Preventive,Tires/Tracks,Medium,12.6,29594.62,21826
M_000664,EQ_00232,2024-03-01,Preventive,Scheduled Service,High,16.6,38303.08,20545
M_000665,EQ_00232,2024-06-01,Preventive,Tires/Tracks,Low,14.7,53247.81,22202
M_000666,EQ_00233,2024-05-16,Corrective,Tires/Tracks,Medium,4.5,13438.53,17398
M_000667,EQ_00233,2026-02-28,Preventive,Electrical,Low,41.5,118620.68,18854
M_000668,EQ_00233,2025-11-16,Preventive,Scheduled Service,Low,12.6,20290.52,18433
M_000669,EQ_00234,2026-03-03,Corrective,Hydraulic,Low,5.9,24922.9,4626
M_000670,EQ_00234,2024-11-10,Preventive,Hydraulic,Medium,28.5,38887.67,4743
M_000671,EQ_00234,2025-08-21,Preventive,Tires/Tracks,Medium,4.1,17844.82,5962
M_000672,EQ_00234,2024-10-06,Corrective,Scheduled Service,Medium,22.7,85105.38,4796
M_000673,EQ_00234,2025-07-20,Corrective,Hydraulic,High,8.4,12860.84,4305
M_000674,EQ_00235,2024-07-12,Preventive,Tires/Tracks,Low,14.5,38433.7,8650
M_000675,EQ_00235,2025-09-23,Preventive,Tires/Tracks,Medium,15.2,24677.0,8518
M_000676,EQ_00236,2024-10-22,Preventive,Engine,Low,15.1,66974.02,11552
M_000677,EQ_00236,2024-07-09,Corrective,Engine,Low,10.9,41286.62,11012
M_000678,EQ_00236,2026-06-24,Preventive,Engine,Low,6.7,29786.08,10682
M_000679,EQ_00237,2025-02-21,Corrective,Tires/Tracks,Low,2.1,6769.93,15684
M_000680,EQ_00237,2024-10-15,Corrective,Scheduled Service,Medium,2.5,6948.69,14121
M_000681,EQ_00238,2024-08-08,Corrective,Electrical,High,19.7,74233.62,20590
M_000682,EQ_00239,2025-04-07,Preventive,Scheduled Service,Low,16.0,67505.19,19032
M_000683,EQ_00239,2024-10-12,Preventive,Scheduled Service,High,12.7,35700.9,18775
M_000684,EQ_00240,2026-02-13,Preventive,Electrical,High,15.1,37687.54,20633
M_000685,EQ_00240,2025-08-12,Corrective,Electrical,Low,17.0,23145.63,22242
M_000686,EQ_00240,2026-06-21,Corrective,Hydraulic,Medium,5.6,19568.42,21115
M_000687,EQ_00240,2024-12-03,Preventive,Scheduled Service,Low,10.1,33181.23,20896
M_000688,EQ_00241,2026-08-07,Preventive,Engine,Medium,20.3,72658.74,2250
M_000689,EQ_00242,2025-12-01,Corrective,Tires/Tracks,Low,17.4,50873.42,6273
M_000690,EQ_00242,2024-03-31,Corrective,Engine,Medium,8.2,15058.46,6572
M_000691,EQ_00242,2025-04-24,Preventive,Tires/Tracks,Low,16.7,57210.19,6281
M_000692,EQ_00243,2024-06-15,Preventive,Tires/Tracks,Medium,5.9,17780.28,12831
M_000693,EQ_00243,2026-08-15,Preventive,Electrical,Low,11.6,17052.68,12028
M_000694,EQ_00244,2024-04-23,Preventive,Engine,Medium,11.2,33011.73,1295
M_000695,EQ_00245,2024-04-23,Preventive,Hydraulic,Low,2.9,7090.56,8863
M_000696,EQ_00245,2024-08-15,Preventive,Scheduled Service,Low,5.2,13272.99,8201
M_000697,EQ_00245,2026-04-03,Preventive,Electrical,Low,11.4,37766.52,8652
M_000698,EQ_00245,2026-06-22,Corrective,Electrical,Low,17.1,61187.34,7467
M_000699,EQ_00246,2026-03-19,Corrective,Hydraulic,Medium,7.3,14214.99,3686
M_000700,EQ_00246,2025-03-25,Preventive,Engine,High,5.5,15235.04,3432
M_000701,EQ_00246,2026-08-08,Corrective,Electrical,Low,15.7,49491.96,3673
M_000702,EQ_00247,2024-01-30,Preventive,Engine,Low,12.5,55083.54,20414
M_000703,EQ_00247,2025-01-23,Preventive,Engine,Medium,3.2,4589.9,21495
M_000704,EQ_00247,2026-05-20,Preventive,Tires/Tracks,Medium,13.6,28008.01,21030
M_000705,EQ_00248,2026-07-24,Preventive,Hydraulic,Medium,4.7,8083.21,1127
M_000706,EQ_00249,2025-07-21,Preventive,Tires/Tracks,Low,2.1,8009.45,4141
M_000707,EQ_00249,2025-02-05,Corrective,Hydraulic,Medium,11.7,51040.14,3367
M_000708,EQ_00250,2024-02-12,Corrective,Hydraulic,Low,10.8,16504.8,4023
M_000709,EQ_00250,2024-08-16,Preventive,Scheduled Service,Medium,4.1,13936.61,5248
M_000710,EQ_00250,2026-02-24,Corrective,Scheduled Service,Medium,11.5,31971.02,4294
M_000711,EQ_00250,2024-01-14,Preventive,Electrical,High,15.0,39032.61,3818
M_000712,EQ_00251,2024-07-30,Corrective,Engine,Low,12.5,28461.76,4454
M_000713,EQ_00251,2025-01-25,Corrective,Electrical,High,32.8,74772.61,4397
M_000714,EQ_00251,2024-11-22,Corrective,Engine,High,5.3,12252.49,2993
M_000715,EQ_00252,2026-03-05,Preventive,Engine,Low,3.3,12571.39,13040
M_000716,EQ_00252,2025-10-02,Corrective,Hydraulic,Medium,5.9,23844.25,13433
M_000717,EQ_00252,2024-04-12,Preventive,Scheduled Service,Medium,18.9,30625.32,12392
M_000718,EQ_00252,2026-05-25,Preventive,Engine,Medium,4.7,11343.7,11927
M_000719,EQ_00252,2024-09-06,Corrective,Electrical,Medium,13.4,22495.43,12305
M_000720,EQ_00253,2026-08-18,Preventive,Engine,Low,19.8,72858.16,9027
M_000721,EQ_00253,2024-06-03,Preventive,Scheduled Service,Medium,3.5,14151.19,8025
M_000722,EQ_00253,2025-02-05,Preventive,Electrical,Medium,3.7,16241.67,8962
M_000723,EQ_00254,2024-03-01,Corrective,Scheduled Service,Medium,27.1,69241.93,20717
M_000724,EQ_00254,2025-10-08,Preventive,Tires/Tracks,High,15.8,51617.12,19818
M_000725,EQ_00255,2024-05-15,Corrective,Hydraulic,Medium,3.8,15891.32,6922
M_000726,EQ_00255,2026-06-22,Corrective,Tires/Tracks,Medium,9.2,12000.16,6777
M_000727,EQ_00256,2025-09-10,Preventive,Hydraulic,Medium,6.4,13927.12,11312
M_000728,EQ_00256,2024-07-26,Corrective,Scheduled Service,Medium,13.3,44680.21,11658
M_000729,EQ_00256,2025-06-29,Corrective,Tires/Tracks,Low,12.6,26852.5,12758
M_000730,EQ_00257,2026-03-30,Preventive,Engine,Low,13.3,45440.11,14518
M_000731,EQ_00257,2025-12-12,Preventive,Electrical,Low,0.9,2526.01,14849
M_000732,EQ_00257,2024-09-25,Corrective,Engine,Low,2.0,2557.57,15432
M_000733,EQ_00258,2025-11-02,Preventive,Hydraulic,Low,1.9,3186.21,14691
M_000734,EQ_00258,2025-01-02,Corrective,Hydraulic,High,28.9,70545.91,13849
M_000735,EQ_00258,2025-05-24,Preventive,Tires/Tracks,Low,50.9,72938.81,13082
M_000736,EQ_00259,2026-03-03,Preventive,Scheduled Service,High,27.3,113735.78,17720
M_000737,EQ_00259,2025-08-22,Corrective,Tires/Tracks,Medium,11.6,40348.43,18289
M_000738,EQ_00259,2024-07-21,Preventive,Engine,Medium,1.3,2614.68,17454
M_000739,EQ_00260,2024-05-17,Preventive,Hydraulic,High,9.3,25832.87,4296
M_000740,EQ_00260,2024-01-03,Corrective,Engine,Medium,8.2,35684.4,5288
M_000741,EQ_00260,2024-03-31,Corrective,Tires/Tracks,Low,2.2,4251.55,4179
M_000742,EQ_00260,2024-12-29,Preventive,Electrical,Low,5.2,7334.2,4152
M_000743,EQ_00261,2024-03-01,Corrective,Hydraulic,Low,5.3,16415.28,11438
M_000744,EQ_00261,2024-12-02,Preventive,Engine,Low,18.7,78860.16,10949
M_000745,EQ_00262,2025-06-17,Preventive,Scheduled Service,Low,18.2,67820.69,16786
M_000746,EQ_00262,2024-07-23,Preventive,Tires/Tracks,Low,8.1,21103.48,18313
M_000747,EQ_00263,2025-04-03,Corrective,Electrical,Low,1.0,1871.58,19726
M_000748,EQ_00263,2026-07-11,Preventive,Hydraulic,Low,18.8,64246.43,20022
M_000749,EQ_00263,2024-04-12,Corrective,Scheduled Service,Low,10.4,43108.85,19298
M_000750,EQ_00263,2025-10-19,Corrective,Electrical,Medium,6.8,25239.01,19950
M_000751,EQ_00263,2026-06-07,Corrective,Scheduled Service,High,50.4,110112.84,18211
M_000752,EQ_00264,2025-10-08,Preventive,Engine,Medium,0.9,1890.44,13718
M_000753,EQ_00264,2025-04-14,Preventive,Engine,Low,11.1,27457.91,13581
M_000754,EQ_00264,2024-09-30,Preventive,Hydraulic,High,12.1,33443.17,14052
M_000755,EQ_00264,2025-12-24,Preventive,Engine,Medium,15.7,31260.81,13085
M_000756,EQ_00265,2025-07-10,Corrective,Electrical,Low,8.1,18428.78,15397
M_000757,EQ_00265,2025-11-12,Preventive,Electrical,Medium,7.0,22746.19,14955
M_000758,EQ_00266,2025-12-22,Corrective,Hydraulic,Low,1.9,3716.59,18587
M_000759,EQ_00266,2024-10-28,Preventive,Engine,Medium,2.0,5309.11,19441
M_000760,EQ_00266,2025-11-22,Preventive,Electrical,Medium,10.6,44406.54,19121
M_000761,EQ_00266,2025-01-22,Preventive,Hydraulic,Medium,12.8,31748.99,19436
M_000762,EQ_00266,2025-03-11,Corrective,Scheduled Service,Medium,2.4,10275.63,18177
M_000763,EQ_00267,2026-02-26,Preventive,Hydraulic,Medium,8.1,32992.34,14066
M_000764,EQ_00267,2025-05-28,Preventive,Engine,Medium,9.1,14684.32,13556
M_000765,EQ_00267,2026-08-08,Preventive,Hydraulic,High,31.8,121800.71,14590
M_000766,EQ_00268,2025-04-23,Preventive,Tires/Tracks,Medium,2.5,3427.34,19955
M_000767,EQ_00268,2024-03-17,Preventive,Electrical,Low,10.3,34958.42,21743
M_000768,EQ_00268,2026-02-16,Corrective,Tires/Tracks,Medium,8.5,15358.91,20951
M_000769,EQ_00269,2025-01-12,Preventive,Engine,High,13.6,29267.38,2913
M_000770,EQ_00269,2025-02-18,Corrective,Hydraulic,Medium,5.3,16149.45,3996
M_000771,EQ_00269,2024-01-11,Preventive,Scheduled Service,Low,16.5,70511.75,3882
M_000772,EQ_00269,2025-04-23,Preventive,Scheduled Service,Medium,3.4,13407.47,3926
M_000773,EQ_00270,2025-03-25,Corrective,Tires/Tracks,Medium,17.0,41350.2,8925
M_000774,EQ_00270,2025-04-02,Preventive,Electrical,Medium,7.0,19897.35,8054
M_000775,EQ_00271,2026-01-11,Preventive,Scheduled Service,Medium,10.9,27422.58,3087
M_000776,EQ_00271,2025-04-08,Corrective,Hydraulic,Medium,24.4,59963.58,2032
M_000777,EQ_00271,2026-03-05,Corrective,Electrical,Medium,19.9,77740.54,2973
M_000778,EQ_00271,2024-03-27,Preventive,Electrical,Medium,13.7,51823.35,2260
M_000779,EQ_00271,2024-02-10,Preventive,Tires/Tracks,High,11.5,27699.87,2296
M_000780,EQ_00272,2024-08-12,Corrective,Scheduled Service,High,10.9,34153.22,2640
M_000781,EQ_00272,2024-07-14,Preventive,Engine,Medium,11.0,26392.17,2757
M_000782,EQ_00272,2025-04-27,Preventive,Hydraulic,Medium,9.9,38901.47,1867
M_000783,EQ_00273,2024-05-03,Corrective,Hydraulic,Medium,12.5,31706.98,11244
M_000784,EQ_00274,2026-08-25,Preventive,Hydraulic,Medium,13.4,43170.72,5988
M_000785,EQ_00274,2024-07-15,Corrective,Engine,Medium,2.1,6793.25,6336
M_000786,EQ_00275,2026-01-27,Corrective,Scheduled Service,Low,4.5,11081.78,9579
M_000787,EQ_00275,2024-03-21,Corrective,Engine,Medium,3.4,4135.99,10115
M_000788,EQ_00275,2025-12-03,Corrective,Electrical,Medium,5.9,12583.53,8550
M_000789,EQ_00276,2025-11-11,Corrective,Tires/Tracks,Medium,4.6,9940.02,9558
M_000790,EQ_00276,2025-01-20,Preventive,Electrical,Medium,13.3,41397.35,10786
M_000791,EQ_00277,2026-03-18,Preventive,Scheduled Service,Low,3.6,11490.32,13667
M_000792,EQ_00277,2025-08-22,Preventive,Tires/Tracks,High,17.1,28359.81,14719
M_000793,EQ_00277,2024-11-02,Corrective,Electrical,Medium,5.0,14483.32,13322
M_000794,EQ_00278,2025-02-25,Corrective,Tires/Tracks,Low,8.2,30146.59,21420
M_000795,EQ_00278,2026-07-03,Corrective,Engine,Low,2.4,9239.43,21677
M_000796,EQ_00279,2025-09-18,Preventive,Hydraulic,Medium,14.7,65369.13,19726
M_000797,EQ_00279,2024-09-23,Preventive,Electrical,High,35.9,104824.34,18498
M_000798,EQ_00279,2024-12-24,Preventive,Scheduled Service,Medium,9.7,25300.4,17864
M_000799,EQ_00279,2025-01-12,Preventive,Engine,Low,6.7,19037.17,18500
M_000800,EQ_00280,2025-09-19,Preventive,Tires/Tracks,Medium,4.2,7001.14,8436
M_000801,EQ_00280,2025-11-24,Corrective,Electrical,Low,24.0,84855.06,8218
M_000802,EQ_00281,2025-05-21,Preventive,Hydraulic,Medium,6.7,11298.56,7515
M_000803,EQ_00281,2025-12-18,Corrective,Engine,Low,12.9,23048.88,7475
M_000804,EQ_00281,2024-09-20,Corrective,Engine,Low,7.6,31534.58,8079
M_000805,EQ_00281,2024-04-30,Preventive,Electrical,Medium,3.7,7162.17,7549
M_000806,EQ_00282,2026-03-04,Preventive,Engine,Low,2.7,7168.57,17601
M_000807,EQ_00282,2026-08-20,Corrective,Electrical,Low,8.1,30349.93,17668
M_000808,EQ_00283,2026-04-20,Preventive,Scheduled Service,Low,5.5,10381.74,3942
M_000809,EQ_00283,2025-10-18,Preventive,Hydraulic,Medium,10.5,40700.49,3543
M_000810,EQ_00283,2025-03-15,Preventive,Scheduled Service,Low,2.5,4293.56,3251
M_000811,EQ_00284,2024-03-10,Preventive,Tires/Tracks,Low,8.3,20702.64,13036
M_000812,EQ_00284,2024-06-25,Corrective,Hydraulic,Medium,26.8,55738.68,11150
M_000813,EQ_00284,2025-11-15,Preventive,Tires/Tracks,Medium,12.7,19446.07,12633
M_000814,EQ_00285,2024-06-11,Corrective,Scheduled Service,Low,3.1,9107.57,8811
M_000815,EQ_00285,2024-08-19,Corrective,Scheduled Service,Medium,12.1,44334.13,8919
M_000816,EQ_00285,2024-06-11,Preventive,Tires/Tracks,Low,8.2,27281.04,9164
M_000817,EQ_00286,2025-04-04,Preventive,Hydraulic,High,8.8,39042.79,4952
M_000818,EQ_00286,2025-11-04,Corrective,Tires/Tracks,Medium,6.2,22171.35,4678
M_000819,EQ_00286,2025-05-28,Corrective,Scheduled Service,Medium,3.6,11733.74,4725
M_000820,EQ_00286,2024-05-15,Preventive,Electrical,Medium,5.9,21975.72,4818
M_000821,EQ_00286,2024-02-20,Corrective,Hydraulic,Low,3.9,12341.31,4064
M_000822,EQ_00287,2025-03-10,Preventive,Tires/Tracks,Low,10.9,43379.58,12981
M_000823,EQ_00287,2024-01-23,Preventive,Engine,Medium,4.1,16220.85,14352
M_000824,EQ_00288,2026-07-19,Corrective,Scheduled Service,Low,1.5,2216.08,7017
M_000825,EQ_00288,2026-03-01,Preventive,Engine,Low,8.3,17210.96,7463
M_000826,EQ_00288,2026-03-25,Preventive,Hydraulic,Low,17.3,39832.36,6798
M_000827,EQ_00289,2024-07-05,Corrective,Hydraulic,Medium,5.0,9914.79,4468
M_000828,EQ_00289,2024-04-01,Preventive,Electrical,Medium,2.5,5750.92,4727
M_000829,EQ_00289,2026-01-20,Preventive,Tires/Tracks,Medium,17.2,67579.84,3827
M_000830,EQ_00290,2024-03-25,Preventive,Hydraulic,Medium,13.1,33595.62,15260
M_000831,EQ_00290,2026-01-09,Preventive,Electrical,Medium,11.8,36281.17,14366
M_000832,EQ_00290,2026-01-09,Corrective,Tires/Tracks,Medium,16.4,28537.83,14634
M_000833,EQ_00290,2024-11-19,Preventive,Electrical,Medium,7.8,27186.58,14334
M_000834,EQ_00290,2024-09-04,Preventive,Hydraulic,High,22.6,97102.35,14204
M_000835,EQ_00291,2025-07-02,Preventive,Engine,Medium,17.9,75444.49,3971
M_000836,EQ_00292,2025-09-11,Preventive,Scheduled Service,Low,12.6,44647.02,14881
M_000837,EQ_00292,2024-03-16,Preventive,Electrical,Low,6.1,26812.3,14829
M_000838,EQ_00293,2025-03-23,Corrective,Electrical,Low,8.2,17592.56,4953
M_000839,EQ_00293,2025-06-22,Corrective,Engine,Medium,4.7,16319.81,3034
M_000840,EQ_00293,2024-01-23,Preventive,Electrical,Medium,2.2,9251.9,4015
M_000841,EQ_00293,2025-03-10,Preventive,Engine,Low,5.9,23574.35,4688
M_000842,EQ_00294,2026-05-07,Corrective,Electrical,Low,8.6,36649.53,10672
M_000843,EQ_00294,2024-02-07,Corrective,Electrical,Medium,5.0,16643.91,9936
M_000844,EQ_00295,2026-02-09,Preventive,Scheduled Service,Low,3.9,8781.16,18320
M_000845,EQ_00296,2025-06-16,Preventive,Scheduled Service,Low,9.3,41623.55,5437
M_000846,EQ_00296,2024-02-16,Preventive,Hydraulic,Medium,7.4,31498.46,5025
M_000847,EQ_00296,2024-05-16,Preventive,Hydraulic,Low,11.6,41597.96,6052
M_000848,EQ_00296,2025-05-10,Preventive,Tires/Tracks,Low,5.7,9888.58,5966
M_000849,EQ_00297,2025-08-23,Corrective,Engine,Low,3.2,6131.21,16692
M_000850,EQ_00297,2024-05-17,Corrective,Hydraulic,Low,14.5,42661.56,17176
M_000851,EQ_00297,2024-08-23,Preventive,Electrical,Low,6.0,23567.69,17758
M_000852,EQ_00298,2024-06-26,Preventive,Engine,Medium,4.6,6070.67,16563
M_000853,EQ_00298,2024-04-29,Corrective,Tires/Tracks,High,32.5,126661.28,15337
M_000854,EQ_00299,2025-11-03,Preventive,Scheduled Service,Medium,13.8,35703.54,20126
M_000855,EQ_00300,2024-09-04,Corrective,Electrical,Medium,6.5,24546.43,3632
M_000856,EQ_00300,2026-05-16,Corrective,Scheduled Service,Medium,33.5,140887.04,3871
M_000857,EQ_00301,2025-05-22,Corrective,Engine,High,5.1,7146.14,16359
M_000858,EQ_00302,2025-05-20,Corrective,Tires/Tracks,Medium,5.8,10495.03,20164
M_000859,EQ_00302,2025-05-02,Preventive,Scheduled Service,Medium,3.8,4629.44,20152
M_000860,EQ_00302,2024-04-30,Preventive,Hydraulic,Low,3.5,13252.47,20144
M_000861,EQ_00303,2024-11-13,Corrective,Scheduled Service,Low,13.3,20412.57,16741
M_000862,EQ_00303,2024-02-12,Corrective,Engine,Medium,1.7,6557.91,16425
M_000863,EQ_00303,2025-12-10,Corrective,Scheduled Service,Low,19.3,85045.28,16255
M_000864,EQ_00304,2025-08-09,Preventive,Tires/Tracks,Medium,6.6,22382.01,5287
M_000865,EQ_00305,2024-04-09,Corrective,Electrical,High,22.5,93034.34,17580
M_000866,EQ_00305,2026-01-07,Corrective,Electrical,Low,15.7,18880.74,18927
M_000867,EQ_00305,2024-11-26,Preventive,Electrical,Low,19.0,59379.82,18472
M_000868,EQ_00305,2025-07-19,Corrective,Engine,Low,14.8,64033.46,17537
M_000869,EQ_00306,2024-10-23,Preventive,Scheduled Service,Low,16.9,34531.68,3092
M_000870,EQ_00306,2026-06-12,Preventive,Scheduled Service,Low,4.3,9304.61,2531
M_000871,EQ_00307,2025-08-03,Preventive,Tires/Tracks,Low,12.5,33882.03,13031
M_000872,EQ_00307,2025-05-09,Preventive,Hydraulic,Low,4.2,7843.13,12369
M_000873,EQ_00307,2024-12-31,Preventive,Electrical,Low,26.6,115977.45,14032
M_000874,EQ_00307,2024-05-16,Corrective,Engine,Low,9.6,12409.44,13070
M_000875,EQ_00307,2024-05-06,Preventive,Engine,Low,16.0,20191.49,13078
M_000876,EQ_00308,2026-03-26,Preventive,Engine,Low,2.0,6014.56,11543
M_000877,EQ_00308,2025-02-10,Preventive,Engine,Low,7.5,13720.71,11244
M_000878,EQ_00308,2025-11-05,Corrective,Tires/Tracks,Medium,15.0,66377.45,10210
M_000879,EQ_00309,2025-02-01,Preventive,Tires/Tracks,Medium,3.7,14923.27,12111
M_000880,EQ_00310,2024-10-28,Corrective,Scheduled Service,Low,33.4,41629.78,11284
M_000881,EQ_00310,2024-08-14,Preventive,Tires/Tracks,Low,2.1,9338.39,12323
M_000882,EQ_00310,2024-06-11,Corrective,Engine,Low,10.9,28511.65,11538
M_000883,EQ_00311,2025-05-23,Preventive,Tires/Tracks,Low,10.0,27356.94,1548
M_000884,EQ_00311,2024-10-14,Preventive,Hydraulic,Low,8.6,21186.81,1979
M_000885,EQ_00311,2025-06-08,Corrective,Hydraulic,Medium,3.5,6280.65,1641
M_000886,EQ_00312,2025-02-07,Preventive,Tires/Tracks,Medium,13.3,46316.44,11059
M_000887,EQ_00312,2025-12-27,Preventive,Tires/Tracks,Medium,8.7,33256.07,10940
M_000888,EQ_00312,2024-12-12,Preventive,Scheduled Service,Low,5.5,17535.76,10953
M_000889,EQ_00312,2024-11-27,Preventive,Tires/Tracks,High,3.7,14670.99,10820
M_000890,EQ_00312,2024-06-06,Corrective,Electrical,Low,7.5,27942.34,10630
M_000891,EQ_00313,2024-12-28,Preventive,Hydraulic,High,10.3,27478.35,19696
M_000892,EQ_00314,2026-08-20,Corrective,Tires/Tracks,High,22.7,85678.96,10833
M_000893,EQ_00315,2024-09-17,Corrective,Tires/Tracks,Low,17.7,63308.14,6480
M_000894,EQ_00315,2024-05-16,Preventive,Tires/Tracks,Medium,4.8,6951.58,6213
M_000895,EQ_00315,2026-03-23,Preventive,Engine,Low,11.8,30677.35,5778
M_000896,EQ_00315,2025-02-09,Preventive,Engine,Medium,14.9,37496.76,6849
M_000897,EQ_00316,2024-12-19,Preventive,Hydraulic,Medium,9.7,30348.01,21151
M_000898,EQ_00316,2025-02-19,Preventive,Electrical,Low,2.0,4518.26,22559
M_000899,EQ_00316,2026-04-17,Preventive,Scheduled Service,Medium,1.9,5131.34,21735
M_000900,EQ_00316,2024-08-20,Preventive,Scheduled Service,Low,4.3,16341.96,22466
M_000901,EQ_00317,2024-09-17,Preventive,Electrical,Medium,11.3,43828.31,1782
M_000902,EQ_00317,2024-12-10,Preventive,Hydraulic,Medium,0.5,759.2,2770
M_000903,EQ_00317,2026-02-16,Corrective,Scheduled Service,Medium,9.1,26799.28,2150
M_000904,EQ_00318,2026-08-09,Corrective,Engine,Low,16.8,68380.67,11516
M_000905,EQ_00318,2024-03-02,Corrective,Hydraulic,Medium,5.8,19383.63,11806
M_000906,EQ_00318,2025-09-15,Preventive,Engine,Low,5.1,19863.37,11857
M_000907,EQ_00319,2024-07-26,Corrective,Engine,Medium,4.4,13726.59,11403
M_000908,EQ_00319,2025-06-01,Corrective,Scheduled Service,Medium,26.9,85837.13,12440
