equipment_id,equipment_type,manufacturer,equipment_model,purchase_year,equipment_age_years,fuel_type,home_site_id,total_engine_hours,daily_rental_cost_inr,current_status
EQ_00541,Bulldozer,Caterpillar,Komatsu D65,2017,9,Diesel,SITE_014,5306,16000,Idle
EQ_00542,Forklift,Volvo,KION EFG,2020,6,Electric,SITE_003,4696,7000,Rented
EQ_00543,Excavator,Volvo,JCB JS220,2025,1,Diesel,SITE_021,16554,18000,Rented
EQ_00544,Excavator,Tata,JCB JS220,2019,7,Diesel,SITE_021,1745,18000,Available
EQ_00545,Crane,Liebherr,Zoomlion QY25,2017,9,Diesel,SITE_026,14031,30000,Rented
EQ_00546,Generator,Komatsu,CAT XQ500,2024,2,Diesel,SITE_011,20909,9000,Maintenance
EQ_00547,Generator,Tata,Kirloskar KG500,2025,1,Diesel,SITE_010,16959,9000,Idle
EQ_00548,Forklift,Tata,KION EFG,2025,1,Electric,SITE_003,9161,7000,Available
EQ_00549,Bulldozer,Volvo,Liebherr PR 726,2025,1,Diesel,SITE_013,1777,16000,Rented
EQ_00550,Loader,Volvo,Komatsu WA380,2024,2,Diesel,SITE_015,18433,14000,Rented
EQ_00551,Excavator,Volvo,CAT 320,2020,6,Diesel,SITE_023,567,18000,Rented
EQ_00552,Dump Truck,Komatsu,Volvo A40,2017,9,Diesel,SITE_023,15148,22000,Rented
EQ_00553,Forklift,Komatsu,Toyota 8FD,2022,4,Diesel,SITE_005,14925,7000,Rented
EQ_00554,Generator,Tata,CAT XQ500,2018,8,Diesel,SITE_009,4626,9000,Rented
EQ_00555,Dump Truck,Tata,CAT 777,2020,6,Diesel,SITE_016,16407,22000,Rented
EQ_00556,Crane,Caterpillar,Zoomlion QY25,2022,4,Diesel,SITE_011,4272,30000,Rented
EQ_00557,Forklift,Caterpillar,JCB Telehandler,2025,1,Electric,SITE_001,5351,7000,Rented
EQ_00558,Loader,Volvo,Komatsu WA380,2018,8,Diesel,SITE_026,17957,14000,Maintenance
EQ_00559,Excavator,Komatsu,JCB JS220,2018,8,Diesel,SITE_022,21551,18000,Rented
EQ_00560,Crane,Komatsu,Liebherr LTM 1050,2023,3,Diesel,SITE_016,6191,30000,Rented
EQ_00561,Excavator,Tata,JCB JS220,2016,10,Diesel,SITE_010,20308,18000,Maintenance
EQ_00562,Bulldozer,Liebherr,CAT D6,2021,5,Diesel,SITE_026,20135,16000,Idle
EQ_00563,Excavator,Volvo,JCB JS220,2023,3,Diesel,SITE_002,17042,18000,Available
EQ_00564,Loader,Caterpillar,Komatsu WA380,2021,5,Diesel,SITE_014,3511,14000,Rented
EQ_00565,Dump Truck,Liebherr,Volvo A40,2019,7,Diesel,SITE_025,6937,22000,Rented
EQ_00566,Crane,Komatsu,Tadano GR-1000,2024,2,Diesel,SITE_029,15070,30000,Rented
EQ_00567,Loader,Caterpillar,Volvo L120,2019,7,Diesel,SITE_008,21983,14000,Available
EQ_00568,Forklift,Volvo,KION EFG,2023,3,Diesel,SITE_020,18011,7000,Rented
EQ_00569,Generator,Komatsu,Cummins C500,2020,6,Diesel,SITE_006,9535,9000,Rented
EQ_00570,Dump Truck,Volvo,CAT 777,2016,10,Diesel,SITE_004,5558,22000,Rented
EQ_00571,Bulldozer,Tata,CAT D6,2021,5,Diesel,SITE_011,21147,16000,Idle
EQ_00572,Forklift,Liebherr,Toyota 8FD,2016,10,Diesel,SITE_027,6438,7000,Rented
EQ_00573,Bulldozer,Liebherr,Komatsu D65,2025,1,Diesel,SITE_021,7857,16000,Idle
EQ_00574,Crane,Liebherr,Tadano GR-1000,2022,4,Diesel,SITE_015,21237,30000,Idle
EQ_00575,Forklift,JCB,Toyota 8FD,2019,7,Electric,SITE_009,12575,7000,Idle
EQ_00576,Loader,Volvo,CAT 950,2020,6,Diesel,SITE_005,6188,14000,Available
EQ_00577,Generator,Liebherr,Cummins C500,2022,4,Diesel,SITE_009,614,9000,Maintenance
EQ_00578,Dump Truck,Tata,Volvo A40,2018,8,Diesel,SITE_005,9744,22000,Available
EQ_00579,Dump Truck,Liebherr,CAT 777,2018,8,Diesel,SITE_006,21699,22000,Rented
EQ_00580,Bulldozer,Volvo,Komatsu D65,2020,6,Diesel,SITE_021,9799,16000,Idle
EQ_00581,Bulldozer,Liebherr,Komatsu D65,2018,8,Diesel,SITE_004,15539,16000,Rented
EQ_00582,Crane,Volvo,Tadano GR-1000,2023,3,Diesel,SITE_002,5940,30000,Rented
EQ_00583,Excavator,Komatsu,JCB JS220,2017,9,Diesel,SITE_017,17175,18000,Rented
EQ_00584,Forklift,Tata,JCB Telehandler,2024,2,Electric,SITE_009,17179,7000,Maintenance
EQ_00585,Bulldozer,Volvo,Liebherr PR 726,2019,7,Diesel,SITE_014,13578,16000,Rented
EQ_00586,Dump Truck,Volvo,Volvo A40,2021,5,Diesel,SITE_005,17094,22000,Rented
EQ_00587,Generator,JCB,CAT XQ500,2017,9,Diesel,SITE_007,12944,9000,Idle
EQ_00588,Generator,Komatsu,Kirloskar KG500,2019,7,Diesel,SITE_014,8633,9000,Available
EQ_00589,Loader,Tata,Volvo L120,2023,3,Diesel,SITE_021,16364,14000,Available
EQ_00590,Loader,JCB,Volvo L120,2018,8,Diesel,SITE_013,18455,14000,Rented
EQ_00591,Forklift,Liebherr,Toyota 8FD,2017,9,Diesel,SITE_017,18582,7000,Idle
EQ_00592,Dump Truck,Volvo,Komatsu HD605,2021,5,Diesel,SITE_016,5081,22000,Available
EQ_00593,Generator,Tata,Kirloskar KG500,2017,9,Diesel,SITE_009,15046,9000,Available
EQ_00594,Forklift,Komatsu,Toyota 8FD,2019,7,Electric,SITE_009,592,7000,Available
EQ_00595,Generator,JCB,CAT XQ500,2020,6,Diesel,SITE_013,12797,9000,Idle
EQ_00596,Excavator,Volvo,JCB JS220,2021,5,Diesel,SITE_001,12780,18000,Available
EQ_00597,Dump Truck,Caterpillar,Komatsu HD605,2022,4,Diesel,SITE_021,8315,22000,Rented
EQ_00598,Excavator,Tata,Komatsu PC210,2022,4,Diesel,SITE_019,21872,18000,Idle
EQ_00599,Dump Truck,JCB,CAT 777,2024,2,Diesel,SITE_010,19483,22000,Available
EQ_00600,Forklift,Komatsu,JCB Telehandler,2016,10,Electric,SITE_012,1330,7000,Rented
EQ_00601,Loader,JCB,Komatsu WA380,2019,7,Diesel,SITE_010,4989,14000,Rented
EQ_00602,Loader,JCB,CAT 950,2016,10,Diesel,SITE_020,4971,14000,Maintenance
EQ_00603,Excavator,JCB,Komatsu PC210,2016,10,Diesel,SITE_023,19797,18000,Rented
EQ_00604,Forklift,Liebherr,KION EFG,2018,8,Electric,SITE_004,11656,7000,Rented
EQ_00605,Excavator,Caterpillar,CAT 320,2021,5,Diesel,SITE_013,16170,18000,Available
EQ_00606,Excavator,Komatsu,Komatsu PC210,2024,2,Diesel,SITE_001,17913,18000,Rented
EQ_00607,Bulldozer,Komatsu,CAT D6,2023,3,Diesel,SITE_014,17003,16000,Maintenance
EQ_00608,Excavator,Komatsu,JCB JS220,2022,4,Diesel,SITE_008,2414,18000,Available
EQ_00609,Loader,Volvo,Komatsu WA380,2023,3,Diesel,SITE_011,3517,14000,Rented
EQ_00610,Loader,Tata,Volvo L120,2017,9,Diesel,SITE_014,8997,14000,Idle
EQ_00611,Crane,Komatsu,Zoomlion QY25,2024,2,Diesel,SITE_010,7775,30000,Available
EQ_00612,Excavator,Tata,Komatsu PC210,2024,2,Diesel,SITE_012,16562,18000,Rented
EQ_00613,Excavator,Komatsu,CAT 320,2016,10,Diesel,SITE_023,3859,18000,Rented
EQ_00614,Crane,Caterpillar,Tadano GR-1000,2020,6,Diesel,SITE_025,8488,30000,Rented
EQ_00615,Excavator,Volvo,Komatsu PC210,2024,2,Diesel,SITE_001,5586,18000,Rented
EQ_00616,Dump Truck,Volvo,CAT 777,2020,6,Diesel,SITE_012,4559,22000,Rented
EQ_00617,Bulldozer,JCB,CAT D6,2024,2,Diesel,SITE_026,4215,16000,Available
EQ_00618,Crane,Liebherr,Tadano GR-1000,2025,1,Diesel,SITE_016,4703,30000,Rented
EQ_00619,Crane,Volvo,Liebherr LTM 1050,2020,6,Diesel,SITE_007,12634,30000,Rented
EQ_00620,Loader,Volvo,Volvo L120,2016,10,Diesel,SITE_018,9316,14000,Rented
EQ_00621,Excavator,Caterpillar,CAT 320,2019,7,Diesel,SITE_005,9858,18000,Available
EQ_00622,Excavator,Komatsu,JCB JS220,2018,8,Diesel,SITE_001,10807,18000,Idle
EQ_00623,Forklift,Volvo,JCB Telehandler,2020,6,Diesel,SITE_019,16432,7000,Available
EQ_00624,Excavator,Volvo,JCB JS220,2021,5,Diesel,SITE_016,19029,18000,Maintenance
EQ_00625,Loader,Liebherr,CAT 950,2020,6,Diesel,SITE_023,11818,14000,Rented
EQ_00626,Loader,Tata,CAT 950,2017,9,Diesel,SITE_011,14308,14000,Maintenance
EQ_00627,Crane,Caterpillar,Tadano GR-1000,2019,7,Diesel,SITE_026,16379,30000,Available
EQ_00628,Loader,Liebherr,CAT 950,2022,4,Diesel,SITE_013,15343,14000,Available
EQ_00629,Generator,Volvo,Cummins C500,2016,10,Diesel,SITE_023,3386,9000,Rented
EQ_00630,Generator,Volvo,Kirloskar KG500,2018,8,Diesel,SITE_004,21634,9000,Available
EQ_00631,Bulldozer,Caterpillar,CAT D6,2024,2,Diesel,SITE_003,4043,16000,Available
EQ_00632,Crane,JCB,Liebherr LTM 1050,2016,10,Diesel,SITE_024,9354,30000,Rented
EQ_00633,Bulldozer,JCB,Liebherr PR 726,2020,6,Diesel,SITE_026,14530,16000,Idle
EQ_00634,Loader,Volvo,CAT 950,2018,8,Diesel,SITE_029,9172,14000,Available
EQ_00635,Dump Truck,Volvo,Volvo A40,2017,9,Diesel,SITE_010,5727,22000,Idle
EQ_00636,Bulldozer,Liebherr,CAT D6,2020,6,Diesel,SITE_001,20351,16000,Maintenance
EQ_00637,Crane,Tata,Liebherr LTM 1050,2021,5,Diesel,SITE_030,2037,30000,Idle
EQ_00638,Forklift,Tata,KION EFG,2017,9,Electric,SITE_019,5786,7000,Rented
EQ_00639,Excavator,Liebherr,CAT 320,2016,10,Diesel,SITE_008,21849,18000,Rented
EQ_00640,Loader,Liebherr,Volvo L120,2017,9,Diesel,SITE_023,16191,14000,Rented
EQ_00641,Generator,Komatsu,Cummins C500,2022,4,Diesel,SITE_028,2369,9000,Rented
EQ_00642,Excavator,Volvo,Komatsu PC210,2024,2,Diesel,SITE_009,16723,18000,Idle
EQ_00643,Excavator,Komatsu,CAT 320,2017,9,Diesel,SITE_024,21344,18000,Available
EQ_00644,Excavator,JCB,CAT 320,2019,7,Diesel,SITE_024,2602,18000,Rented
EQ_00645,Forklift,Volvo,JCB Telehandler,2019,7,Diesel,SITE_016,9402,7000,Available
EQ_00646,Excavator,Volvo,Komatsu PC210,2019,7,Diesel,SITE_019,10566,18000,Idle
EQ_00647,Excavator,Caterpillar,CAT 320,2018,8,Diesel,SITE_009,3316,18000,Rented
EQ_00648,Excavator,Volvo,CAT 320,2016,10,Diesel,SITE_028,4812,18000,Rented
EQ_00649,Excavator,JCB,JCB JS220,2021,5,Diesel,SITE_030,4235,18000,Idle
EQ_00650,Dump Truck,Tata,CAT 777,2019,7,Diesel,SITE_030,4485,22000,Idle
EQ_00651,Bulldozer,Tata,CAT D6,2019,7,Diesel,SITE_023,9175,16000,Available
EQ_00652,Dump Truck,Volvo,CAT 777,2018,8,Diesel,SITE_002,10472,22000,Maintenance
EQ_00653,Dump Truck,Tata,Komatsu HD605,2025,1,Diesel,SITE_011,5616,22000,Idle
EQ_00654,Generator,Komatsu,Cummins C500,2022,4,Diesel,SITE_014,6722,9000,Available
EQ_00655,Excavator,Volvo,JCB JS220,2020,6,Diesel,SITE_029,4633,18000,Maintenance
EQ_00656,Forklift,Komatsu,KION EFG,2018,8,Diesel,SITE_017,17615,7000,Rented
EQ_00657,Dump Truck,Liebherr,CAT 777,2024,2,Diesel,SITE_017,5052,22000,Rented
EQ_00658,Excavator,Liebherr,CAT 320,2024,2,Diesel,SITE_005,20013,18000,Rented
EQ_00659,Generator,Caterpillar,CAT XQ500,2016,10,Diesel,SITE_024,12085,9000,Rented
EQ_00660,Forklift,Volvo,Toyota 8FD,2025,1,Diesel,SITE_011,17758,7000,Available
EQ_00661,Bulldozer,Liebherr,CAT D6,2022,4,Diesel,SITE_003,14182,16000,Available
EQ_00662,Forklift,Liebherr,JCB Telehandler,2016,10,Diesel,SITE_030,6219,7000,Available
EQ_00663,Loader,Tata,Komatsu WA380,2023,3,Diesel,SITE_006,13429,14000,Rented
EQ_00664,Dump Truck,Caterpillar,Volvo A40,2017,9,Diesel,SITE_001,6393,22000,Rented
EQ_00665,Forklift,Caterpillar,Toyota 8FD,2016,10,Electric,SITE_003,3049,7000,Available
EQ_00666,Crane,Tata,Zoomlion QY25,2017,9,Diesel,SITE_014,5976,30000,Rented
EQ_00667,Generator,Volvo,Cummins C500,2020,6,Diesel,SITE_004,6426,9000,Rented
EQ_00668,Crane,Komatsu,Tadano GR-1000,2022,4,Diesel,SITE_026,3403,30000,Rented
EQ_00669,Generator,Volvo,CAT XQ500,2020,6,Diesel,SITE_016,1007,9000,Idle
EQ_00670,Dump Truck,Komatsu,Komatsu HD605,2017,9,Diesel,SITE_010,20791,22000,Rented
EQ_00671,Bulldozer,Caterpillar,Liebherr PR 726,2017,9,Diesel,SITE_001,11538,16000,Idle
EQ_00672,Loader,JCB,Volvo L120,2024,2,Diesel,SITE_015,9144,14000,Available
EQ_00673,Crane,Volvo,Liebherr LTM 1050,2025,1,Diesel,SITE_005,20493,30000,Rented
EQ_00674,Excavator,JCB,Komatsu PC210,2023,3,Diesel,SITE_030,5330,18000,Idle
EQ_00675,Excavator,Komatsu,JCB JS220,2017,9,Diesel,SITE_009,9161,18000,Idle
EQ_00676,Crane,Volvo,Liebherr LTM 1050,2024,2,Diesel,SITE_015,18703,30000,Rented
EQ_00677,Excavator,JCB,JCB JS220,2022,4,Diesel,SITE_001,14088,18000,Rented
EQ_00678,Excavator,JCB,CAT 320,2021,5,Diesel,SITE_004,9082,18000,Rented
EQ_00679,Generator,Volvo,Kirloskar KG500,2017,9,Diesel,SITE_007,6000,9000,Rented
EQ_00680,Generator,JCB,Kirloskar KG500,2025,1,Diesel,SITE_002,1255,9000,Maintenance
EQ_00681,Generator,Volvo,Kirloskar KG500,2020,6,Diesel,SITE_022,2328,9000,Idle
EQ_00682,Crane,JCB,Tadano GR-1000,2016,10,Diesel,SITE_029,3981,30000,Rented
EQ_00683,Forklift,Caterpillar,KION EFG,2018,8,Electric,SITE_030,17412,7000,Available
EQ_00684,Dump Truck,Volvo,Volvo A40,2020,6,Diesel,SITE_008,14243,22000,Rented
EQ_00685,Excavator,Caterpillar,CAT 320,2016,10,Diesel,SITE_024,9819,18000,Available
EQ_00686,Excavator,Tata,CAT 320,2019,7,Diesel,SITE_016,17332,18000,Available
EQ_00687,Dump Truck,Liebherr,Komatsu HD605,2020,6,Diesel,SITE_002,3956,22000,Rented
EQ_00688,Excavator,Caterpillar,Komatsu PC210,2025,1,Diesel,SITE_003,5035,18000,Rented
EQ_00689,Loader,JCB,Komatsu WA380,2016,10,Diesel,SITE_017,8943,14000,Available
EQ_00690,Forklift,Komatsu,JCB Telehandler,2021,5,Diesel,SITE_013,20224,7000,Available
EQ_00691,Excavator,Tata,CAT 320,2025,1,Diesel,SITE_001,13705,18000,Available
EQ_00692,Excavator,Caterpillar,Komatsu PC210,2024,2,Diesel,SITE_028,18796,18000,Idle
EQ_00693,Forklift,Tata,JCB Telehandler,2025,1,Diesel,SITE_022,5835,7000,Rented
EQ_00694,Dump Truck,Caterpillar,Komatsu HD605,2017,9,Diesel,SITE_016,18740,22000,Available
EQ_00695,Excavator,Caterpillar,CAT 320,2024,2,Diesel,SITE_030,2058,18000,Available
EQ_00696,Forklift,Komatsu,Toyota 8FD,2025,1,Diesel,SITE_030,5394,7000,Rented
EQ_00697,Forklift,Komatsu,KION EFG,2019,7,Diesel,SITE_030,11745,7000,Rented
EQ_00698,Loader,Caterpillar,Volvo L120,2020,6,Diesel,SITE_008,1586,14000,Rented
EQ_00699,Dump Truck,Liebherr,CAT 777,2021,5,Diesel,SITE_027,18952,22000,Rented
EQ_00700,Bulldozer,Komatsu,CAT D6,2020,6,Diesel,SITE_016,19149,16000,Idle
EQ_00701,Excavator,Komatsu,CAT 320,2018,8,Diesel,SITE_022,12141,18000,Rented
EQ_00702,Dump Truck,Komatsu,Komatsu HD605,2025,1,Diesel,SITE_026,7074,22000,Rented
EQ_00703,Bulldozer,Volvo,Liebherr PR 726,2025,1,Diesel,SITE_005,2627,16000,Available
EQ_00704,Dump Truck,Tata,Volvo A40,2019,7,Diesel,SITE_014,13806,22000,Idle
EQ_00705,Generator,Caterpillar,Kirloskar KG500,2024,2,Diesel,SITE_004,12059,9000,Idle
EQ_00706,Excavator,Liebherr,JCB JS220,2019,7,Diesel,SITE_009,16839,18000,Rented
EQ_00707,Dump Truck,Komatsu,Volvo A40,2023,3,Diesel,SITE_013,13454,22000,Rented
EQ_00708,Bulldozer,Volvo,Komatsu D65,2021,5,Diesel,SITE_026,3258,16000,Available
EQ_00709,Forklift,Tata,KION EFG,2020,6,Electric,SITE_026,3117,7000,Maintenance
EQ_00710,Bulldozer,JCB,Liebherr PR 726,2017,9,Diesel,SITE_012,17288,16000,Rented
EQ_00711,Dump Truck,JCB,Volvo A40,2022,4,Diesel,SITE_010,3919,22000,Available
EQ_00712,Dump Truck,Komatsu,Komatsu HD605,2019,7,Diesel,SITE_016,20677,22000,Rented
EQ_00713,Crane,Liebherr,Tadano GR-1000,2018,8,Diesel,SITE_028,2777,30000,Rented
EQ_00714,Dump Truck,Liebherr,Volvo A40,2017,9,Diesel,SITE_030,16160,22000,Maintenance
EQ_00715,Generator,Tata,Kirloskar KG500,2025,1,Diesel,SITE_007,21467,9000,Rented
EQ_00716,Dump Truck,Tata,Komatsu HD605,2017,9,Diesel,SITE_006,9986,22000,Rented
EQ_00717,Generator,Caterpillar,Cummins C500,2023,3,Diesel,SITE_022,1719,9000,Rented
EQ_00718,Forklift,Komatsu,JCB Telehandler,2024,2,Diesel,SITE_010,19348,7000,Rented
EQ_00719,Loader,JCB,CAT 950,2016,10,Diesel,SITE_006,4527,14000,Rented
EQ_00720,Loader,Caterpillar,Volvo L120,2021,5,Diesel,SITE_001,11840,14000,Available
EQ_00721,Excavator,Liebherr,JCB JS220,2021,5,Diesel,SITE_013,21667,18000,Maintenance
EQ_00722,Generator,Caterpillar,Kirloskar KG500,2019,7,Diesel,SITE_012,16512,9000,Rented
EQ_00723,Loader,JCB,Volvo L120,2022,4,Diesel,SITE_017,1495,14000,Rented
EQ_00724,Loader,Liebherr,CAT 950,2020,6,Diesel,SITE_007,18140,14000,Available
EQ_00725,Excavator,Tata,Komatsu PC210,2020,6,Diesel,SITE_022,3966,18000,Available
EQ_00726,Forklift,Volvo,KION EFG,2020,6,Diesel,SITE_021,16611,7000,Rented
EQ_00727,Crane,Volvo,Liebherr LTM 1050,2024,2,Diesel,SITE_014,13850,30000,Available
EQ_00728,Dump Truck,Tata,Komatsu HD605,2022,4,Diesel,SITE_006,6688,22000,Available
EQ_00729,Excavator,Komatsu,Komatsu PC210,2019,7,Diesel,SITE_016,9607,18000,Maintenance
EQ_00730,Forklift,Caterpillar,KION EFG,2025,1,Diesel,SITE_021,3033,7000,Rented
EQ_00731,Excavator,Liebherr,Komatsu PC210,2024,2,Diesel,SITE_012,21715,18000,Rented
EQ_00732,Excavator,Tata,Komatsu PC210,2025,1,Diesel,SITE_008,5624,18000,Rented
EQ_00733,Forklift,Tata,JCB Telehandler,2023,3,Diesel,SITE_016,7136,7000,Maintenance
EQ_00734,Forklift,Komatsu,Toyota 8FD,2019,7,Diesel,SITE_011,11311,7000,Rented
EQ_00735,Bulldozer,Caterpillar,Komatsu D65,2023,3,Diesel,SITE_013,14956,16000,Maintenance
EQ_00736,Loader,Tata,Komatsu WA380,2019,7,Diesel,SITE_011,11363,14000,Idle
EQ_00737,Generator,JCB,CAT XQ500,2018,8,Diesel,SITE_010,11360,9000,Rented
EQ_00738,Forklift,Tata,JCB Telehandler,2020,6,Electric,SITE_022,13026,7000,Rented
EQ_00739,Crane,Liebherr,Tadano GR-1000,2025,1,Diesel,SITE_014,18940,30000,Rented
EQ_00740,Loader,Caterpillar,Komatsu WA380,2021,5,Diesel,SITE_014,8994,14000,Rented
EQ_00741,Generator,Liebherr,Cummins C500,2019,7,Diesel,SITE_020,18390,9000,Rented
EQ_00742,Generator,Caterpillar,Kirloskar KG500,2020,6,Diesel,SITE_011,17418,9000,Rented
EQ_00743,Generator,JCB,CAT XQ500,2018,8,Diesel,SITE_004,21161,9000,Rented
EQ_00744,Dump Truck,Liebherr,CAT 777,2022,4,Diesel,SITE_026,20132,22000,Available
EQ_00745,Excavator,Volvo,CAT 320,2019,7,Diesel,SITE_002,17660,18000,Rented
EQ_00746,Forklift,Tata,Toyota 8FD,2021,5,Electric,SITE_018,5804,7000,Available
EQ_00747,Forklift,JCB,Toyota 8FD,2019,7,Electric,SITE_008,17147,7000,Rented
EQ_00748,Generator,Caterpillar,CAT XQ500,2019,7,Diesel,SITE_007,16335,9000,Rented
EQ_00749,Excavator,Liebherr,CAT 320,2025,1,Diesel,SITE_002,6724,18000,Idle
EQ_00750,Bulldozer,Tata,Liebherr PR 726,2019,7,Diesel,SITE_028,15076,16000,Available
EQ_00751,Generator,JCB,Kirloskar KG500,2016,10,Diesel,SITE_013,5938,9000,Rented
EQ_00752,Excavator,Caterpillar,Komatsu PC210,2019,7,Diesel,SITE_011,11746,18000,Rented
EQ_00753,Forklift,Volvo,Toyota 8FD,2021,5,Electric,SITE_023,17630,7000,Available
EQ_00754,Crane,Volvo,Zoomlion QY25,2016,10,Diesel,SITE_002,4553,30000,Available
EQ_00755,Generator,Caterpillar,Cummins C500,2019,7,Diesel,SITE_017,7744,9000,Available
EQ_00756,Forklift,Volvo,JCB Telehandler,2017,9,Electric,SITE_015,17597,7000,Available
EQ_00757,Crane,JCB,Zoomlion QY25,2021,5,Diesel,SITE_017,10256,30000,Rented
EQ_00758,Crane,Tata,Zoomlion QY25,2023,3,Diesel,SITE_004,21153,30000,Rented
EQ_00759,Dump Truck,Volvo,Komatsu HD605,2025,1,Diesel,SITE_029,671,22000,Rented
EQ_00760,Dump Truck,Tata,Volvo A40,2019,7,Diesel,SITE_008,16019,22000,Available
EQ_00761,Loader,Komatsu,CAT 950,2024,2,Diesel,SITE_021,18005,14000,Available
EQ_00762,Dump Truck,Volvo,Komatsu HD605,2018,8,Diesel,SITE_023,20233,22000,Available
EQ_00763,Forklift,Komatsu,KION EFG,2023,3,Diesel,SITE_011,3870,7000,Rented
EQ_00764,Loader,Tata,Volvo L120,2021,5,Diesel,SITE_004,21659,14000,Rented
EQ_00765,Excavator,Liebherr,Komatsu PC210,2023,3,Diesel,SITE_009,8933,18000,Rented
EQ_00766,Crane,Tata,Zoomlion QY25,2023,3,Diesel,SITE_025,8069,30000,Available
EQ_00767,Crane,JCB,Liebherr LTM 1050,2021,5,Diesel,SITE_028,8144,30000,Available
EQ_00768,Excavator,Liebherr,Komatsu PC210,2018,8,Diesel,SITE_029,14221,18000,Idle
EQ_00769,Excavator,Liebherr,JCB JS220,2021,5,Diesel,SITE_007,14674,18000,Available
EQ_00770,Dump Truck,Volvo,Komatsu HD605,2024,2,Diesel,SITE_019,10689,22000,Available
EQ_00771,Crane,Volvo,Tadano GR-1000,2025,1,Diesel,SITE_005,2027,30000,Available
EQ_00772,Forklift,Volvo,Toyota 8FD,2025,1,Electric,SITE_022,21712,7000,Idle
EQ_00773,Bulldozer,Tata,Liebherr PR 726,2017,9,Diesel,SITE_013,5275,16000,Rented
EQ_00774,Excavator,Liebherr,JCB JS220,2021,5,Diesel,SITE_022,2516,18000,Rented
EQ_00775,Generator,JCB,Cummins C500,2017,9,Diesel,SITE_021,13343,9000,Idle
EQ_00776,Forklift,JCB,Toyota 8FD,2022,4,Diesel,SITE_030,9366,7000,Available
EQ_00777,Bulldozer,Komatsu,Liebherr PR 726,2025,1,Diesel,SITE_015,13734,16000,Idle
EQ_00778,Bulldozer,Caterpillar,Komatsu D65,2016,10,Diesel,SITE_011,19324,16000,Available
EQ_00779,Excavator,JCB,CAT 320,2022,4,Diesel,SITE_016,2592,18000,Rented
EQ_00780,Loader,Volvo,CAT 950,2025,1,Diesel,SITE_005,6607,14000,Rented
EQ_00781,Loader,Komatsu,Komatsu WA380,2024,2,Diesel,SITE_004,11606,14000,Rented
EQ_00782,Bulldozer,Volvo,Liebherr PR 726,2019,7,Diesel,SITE_016,17437,16000,Idle
EQ_00783,Excavator,Liebherr,Komatsu PC210,2017,9,Diesel,SITE_025,13413,18000,Available
EQ_00784,Loader,Liebherr,CAT 950,2025,1,Diesel,SITE_016,8729,14000,Idle
EQ_00785,Forklift,Tata,KION EFG,2025,1,Electric,SITE_024,13616,7000,Rented
EQ_00786,Dump Truck,Volvo,Volvo A40,2021,5,Diesel,SITE_006,21569,22000,Rented
EQ_00787,Loader,JCB,CAT 950,2025,1,Diesel,SITE_014,10821,14000,Idle
EQ_00788,Excavator,Caterpillar,Komatsu PC210,2016,10,Diesel,SITE_019,19495,18000,Available
EQ_00789,Bulldozer,Volvo,Liebherr PR 726,2022,4,Diesel,SITE_011,17269,16000,Idle
EQ_00790,Bulldozer,JCB,Liebherr PR 726,2016,10,Diesel,SITE_001,6978,16000,Rented
EQ_00791,Generator,Komatsu,Kirloskar KG500,2025,1,Diesel,SITE_003,5864,9000,Rented
EQ_00792,Forklift,Volvo,JCB Telehandler,2022,4,Electric,SITE_028,17059,7000,Available
EQ_00793,Forklift,Komatsu,JCB Telehandler,2025,1,Electric,SITE_019,4960,7000,Rented
EQ_00794,Forklift,JCB,JCB Telehandler,2021,5,Electric,SITE_008,7742,7000,Rented
EQ_00795,Forklift,JCB,Toyota 8FD,2016,10,Diesel,SITE_008,5561,7000,Rented
EQ_00796,Forklift,JCB,JCB Telehandler,2016,10,Electric,SITE_002,13536,7000,Available
EQ_00797,Excavator,JCB,JCB JS220,2019,7,Diesel,SITE_029,6824,18000,Available
EQ_00798,Excavator,Liebherr,JCB JS220,2023,3,Diesel,SITE_004,14657,18000,Idle
EQ_00799,Crane,Tata,Tadano GR-1000,2017,9,Diesel,SITE_023,20599,30000,Available
EQ_00800,Dump Truck,JCB,CAT 777,2024,2,Diesel,SITE_008,18336,22000,Rented
