rental_id,equipment_id,site_id,operator_id,checkout_date,expected_return_date,actual_return_date,planned_duration_days,rental_status,extension_requested,rental_cost_inr
R_003370,EQ_00211,SITE_019,OP_0295,2026-03-09,2026-04-13,2026-04-13,35,Returned,1,315000
R_003371,EQ_00555,SITE_024,OP_0169,2026-04-02,2026-04-23,2026-04-23,21,Returned,0,462000
R_003372,EQ_00670,SITE_007,OP_0247,2025-05-01,2025-06-13,2025-06-14,43,Overdue Returned,0,946000
R_003373,EQ_00789,SITE_021,OP_0130,2026-04-14,2026-04-27,,13,Active,0,208000
R_003374,EQ_00555,SITE_003,OP_0056,2025-12-03,2025-12-21,,18,Active,0,396000
R_003375,EQ_00571,SITE_020,OP_0345,2026-07-27,2026-09-09,2026-09-10,44,Overdue Returned,1,704000
R_003376,EQ_00717,SITE_029,OP_0041,2024-05-09,2024-06-02,2024-06-03,24,Overdue Returned,1,216000
R_003377,EQ_00719,SITE_009,OP_0271,2024-04-11,2024-05-18,2024-05-19,37,Overdue Returned,1,518000
R_003378,EQ_00559,SITE_004,OP_0169,2024-06-14,2024-07-23,2024-07-24,39,Overdue Returned,0,702000
R_003379,EQ_00169,SITE_022,OP_0340,2024-09-09,2024-10-11,,32,Active,0,448000
R_003380,EQ_00248,SITE_003,OP_0245,2026-05-23,2026-06-01,2026-06-01,9,Returned,0,198000
R_003381,EQ_00523,SITE_018,OP_0285,2025-06-20,2025-06-25,2025-06-27,5,Overdue Returned,0,90000
R_003382,EQ_00163,SITE_009,OP_0239,2024-12-09,2025-01-23,,45,Active,0,720000
R_003383,EQ_00470,SITE_017,OP_0010,2026-06-09,2026-07-24,2026-07-25,45,Overdue Returned,0,810000
R_003384,EQ_00422,SITE_016,OP_0330,2024-07-21,2024-08-13,2024-08-13,23,Returned,0,506000
R_003385,EQ_00138,SITE_023,OP_0308,2024-12-20,2025-01-18,2025-01-18,29,Returned,0,522000
R_003386,EQ_00599,SITE_009,OP_0221,2025-12-15,2026-01-03,,19,Active,1,418000
R_003387,EQ_00258,SITE_025,OP_0265,2024-10-18,2024-11-12,2024-11-12,25,Returned,0,350000
R_003388,EQ_00768,SITE_004,OP_0343,2024-11-21,2024-12-15,2024-12-17,24,Overdue Returned,0,432000
R_003389,EQ_00305,SITE_028,OP_0268,2025-10-24,2025-11-26,2025-11-26,33,Returned,0,726000
R_003390,EQ_00783,SITE_025,OP_0011,2026-05-02,2026-05-19,2026-05-19,17,Returned,0,306000
R_003391,EQ_00386,SITE_018,OP_0048,2024-02-15,2024-03-08,2024-03-07,22,Returned,1,198000
R_003392,EQ_00284,SITE_030,OP_0251,2024-02-16,2024-03-22,2024-03-24,35,Overdue Returned,0,630000
R_003393,EQ_00772,SITE_029,OP_0068,2024-02-02,2024-03-04,2024-03-04,31,Returned,0,217000
R_003394,EQ_00544,SITE_023,OP_0219,2026-04-30,2026-06-02,,33,Active,0,594000
R_003395,EQ_00469,SITE_024,OP_0079,2025-07-23,2025-08-07,2025-08-07,15,Returned,0,270000
R_003396,EQ_00094,SITE_027,OP_0251,2024-01-15,2024-01-22,2024-01-22,7,Returned,0,63000
R_003397,EQ_00102,SITE_018,OP_0231,2025-01-05,2025-02-01,2025-02-01,27,Returned,0,378000
R_003398,EQ_00162,SITE_014,OP_0181,2025-09-05,2025-10-17,2025-10-17,42,Returned,0,756000
R_003399,EQ_00692,SITE_017,OP_0304,2025-09-08,2025-10-05,2025-10-07,27,Overdue Returned,0,486000
R_003400,EQ_00263,SITE_001,OP_0334,2026-03-27,2026-04-17,2026-04-14,21,Returned,0,189000
R_003401,EQ_00360,SITE_002,OP_0226,2024-03-13,2024-03-29,2024-03-29,16,Returned,1,224000
R_003402,EQ_00591,SITE_018,OP_0003,2026-02-12,2026-02-15,2026-02-15,3,Returned,0,21000
R_003403,EQ_00114,SITE_018,OP_0226,2025-03-11,2025-03-29,2025-03-29,18,Returned,0,396000
R_003404,EQ_00368,SITE_001,OP_0084,2026-01-09,2026-02-17,2026-02-17,39,Returned,0,624000
R_003405,EQ_00664,SITE_009,OP_0112,2024-05-09,2024-05-21,,12,Active,1,264000
R_003406,EQ_00030,SITE_008,OP_0017,2025-05-04,2025-05-13,2025-05-13,9,Returned,0,162000
R_003407,EQ_00102,SITE_017,OP_0065,2025-01-14,2025-01-29,2025-01-31,15,Overdue Returned,0,210000
R_003408,EQ_00706,SITE_014,OP_0302,2026-05-03,2026-06-14,,42,Active,1,756000
R_003409,EQ_00126,SITE_007,OP_0201,2024-06-05,2024-06-18,2024-06-16,13,Returned,0,91000
R_003410,EQ_00503,SITE_020,OP_0288,2024-05-13,2024-06-18,2024-06-18,36,Returned,0,252000
R_003411,EQ_00294,SITE_005,OP_0267,2025-04-25,2025-06-04,2025-06-04,40,Returned,0,280000
R_003412,EQ_00128,SITE_021,OP_0087,2025-12-25,2026-01-15,2026-01-15,21,Returned,1,294000
R_003413,EQ_00163,SITE_029,OP_0148,2024-01-06,2024-01-10,2024-01-10,4,Returned,0,64000
R_003414,EQ_00731,SITE_003,OP_0349,2024-02-26,2024-03-31,2024-03-31,34,Returned,0,612000
R_003415,EQ_00264,SITE_013,OP_0088,2026-01-14,2026-02-10,,27,Overdue,1,378000
R_003416,EQ_00124,SITE_005,OP_0301,2025-06-21,2025-07-25,2025-07-25,34,Returned,1,476000
R_003417,EQ_00181,SITE_012,OP_0143,2026-04-02,2026-05-02,2026-05-03,30,Overdue Returned,0,270000
R_003418,EQ_00518,SITE_006,OP_0019,2025-04-24,2025-05-31,,37,Active,0,333000
R_003419,EQ_00528,SITE_002,OP_0314,2025-11-09,2025-12-03,,24,Active,0,336000
R_003420,EQ_00160,SITE_011,OP_0081,2025-10-04,2025-10-08,,4,Active,1,28000
R_003421,EQ_00538,SITE_026,OP_0257,2026-07-03,2026-07-10,2026-07-09,7,Returned,0,112000
R_003422,EQ_00489,SITE_030,OP_0304,2024-04-24,2024-05-07,,13,Overdue,0,117000
R_003423,EQ_00663,SITE_019,OP_0102,2025-07-27,2025-08-20,2025-08-20,24,Returned,1,336000
R_003424,EQ_00761,SITE_014,OP_0153,2025-12-18,2026-01-10,2026-01-15,23,Overdue Returned,0,322000
R_003425,EQ_00492,SITE_020,OP_0092,2026-01-11,2026-02-08,,28,Active,0,616000
R_003426,EQ_00030,SITE_023,OP_0259,2024-06-07,2024-06-11,,4,Active,1,72000
R_003427,EQ_00550,SITE_014,OP_0240,2024-10-15,2024-10-21,2024-10-20,6,Returned,0,84000
R_003428,EQ_00249,SITE_013,OP_0163,2024-06-27,2024-07-19,2024-07-19,22,Returned,1,660000
R_003429,EQ_00463,SITE_013,OP_0008,2024-03-25,2024-03-31,2024-03-31,6,Returned,0,108000
R_003430,EQ_00682,SITE_002,OP_0326,2024-09-08,2024-10-13,2024-10-13,35,Returned,0,1050000
R_003431,EQ_00196,SITE_026,OP_0265,2026-02-21,2026-03-31,2026-04-02,38,Overdue Returned,0,1140000
R_003432,EQ_00143,SITE_020,OP_0282,2024-11-27,2024-12-05,2024-12-05,8,Returned,0,240000
R_003433,EQ_00321,SITE_008,OP_0207,2025-10-07,2025-10-11,2025-10-11,4,Returned,0,28000
R_003434,EQ_00381,SITE_009,OP_0300,2024-12-04,2025-01-13,,40,Overdue,0,360000
R_003435,EQ_00444,SITE_029,OP_0021,2025-04-12,2025-05-02,,20,Active,0,440000
R_003436,EQ_00078,SITE_019,OP_0134,2025-10-11,2025-11-24,2025-11-26,44,Overdue Returned,0,308000
R_003437,EQ_00425,SITE_018,OP_0094,2024-02-04,2024-03-12,2024-03-12,37,Returned,0,666000
R_003438,EQ_00689,SITE_006,OP_0216,2024-06-02,2024-06-14,2024-06-11,12,Returned,0,168000
R_003439,EQ_00724,SITE_005,OP_0305,2024-11-15,2024-12-27,2024-12-27,42,Returned,0,588000
R_003440,EQ_00433,SITE_030,OP_0093,2024-03-19,2024-04-01,,13,Overdue,0,234000
R_003441,EQ_00091,SITE_025,OP_0146,2024-02-21,2024-03-21,2024-03-21,29,Returned,0,638000
R_003442,EQ_00583,SITE_014,OP_0313,2025-02-06,2025-02-25,,19,Active,0,342000
R_003443,EQ_00065,SITE_010,OP_0006,2024-03-31,2024-05-08,2024-05-06,38,Returned,1,342000
R_003444,EQ_00653,SITE_012,OP_0037,2025-11-30,2026-01-13,2026-01-18,44,Overdue Returned,1,968000
R_003445,EQ_00128,SITE_021,OP_0033,2024-10-12,2024-11-02,2024-11-02,21,Returned,0,294000
R_003446,EQ_00307,SITE_013,OP_0027,2025-09-19,2025-10-01,,12,Active,0,192000
R_003447,EQ_00212,SITE_016,OP_0005,2024-08-21,2024-09-27,,37,Active,0,592000
R_003448,EQ_00380,SITE_018,OP_0349,2024-07-08,2024-08-16,2024-08-18,39,Overdue Returned,0,546000
R_003449,EQ_00115,SITE_021,OP_0328,2025-09-25,2025-10-21,,26,Active,0,182000
R_003450,EQ_00112,SITE_010,OP_0282,2026-07-08,2026-07-23,2026-07-28,15,Overdue Returned,0,210000
R_003451,EQ_00531,SITE_015,OP_0110,2024-02-26,2024-03-02,2024-03-04,5,Overdue Returned,0,70000
R_003452,EQ_00669,SITE_020,OP_0321,2024-04-21,2024-04-27,2024-05-07,6,Overdue Returned,0,54000
R_003453,EQ_00088,SITE_028,OP_0022,2025-05-13,2025-06-20,2025-06-20,38,Returned,1,836000
R_003454,EQ_00545,SITE_029,OP_0229,2024-03-23,2024-04-09,2024-04-09,17,Returned,0,510000
R_003455,EQ_00275,SITE_026,OP_0275,2024-08-14,2024-09-19,2024-09-18,36,Returned,1,648000
R_003456,EQ_00201,SITE_021,OP_0343,2025-09-26,2025-10-17,2025-10-22,21,Overdue Returned,0,147000
R_003457,EQ_00285,SITE_001,OP_0155,2025-04-04,2025-05-11,2025-05-11,37,Returned,1,259000
R_003458,EQ_00644,SITE_019,OP_0248,2026-02-05,2026-03-06,2026-03-06,29,Returned,0,522000
R_003459,EQ_00272,SITE_025,OP_0063,2025-06-15,2025-06-21,,6,Overdue,0,108000
R_003460,EQ_00581,SITE_011,OP_0274,2024-05-07,2024-05-22,2024-05-22,15,Returned,0,240000
R_003461,EQ_00690,SITE_002,OP_0143,2025-11-09,2025-11-20,2025-11-20,11,Returned,0,77000
R_003462,EQ_00590,SITE_027,OP_0307,2025-03-05,2025-04-02,2025-04-02,28,Returned,0,392000
R_003463,EQ_00101,SITE_003,OP_0298,2025-12-04,2025-12-15,2025-12-15,11,Returned,0,330000
R_003464,EQ_00049,SITE_006,OP_0073,2025-02-24,2025-03-09,2025-03-11,13,Overdue Returned,0,390000
R_003465,EQ_00271,SITE_025,OP_0188,2024-01-30,2024-02-14,,15,Active,0,330000
R_003466,EQ_00046,SITE_008,OP_0165,2024-05-17,2024-05-24,2024-06-03,7,Overdue Returned,1,210000
R_003467,EQ_00368,SITE_006,OP_0008,2026-06-27,2026-07-25,,28,Overdue,0,448000
R_003468,EQ_00693,SITE_026,OP_0300,2024-08-30,2024-09-27,,28,Active,0,196000
R_003469,EQ_00161,SITE_023,OP_0138,2025-08-20,2025-08-29,2025-08-29,9,Returned,0,162000
R_003470,EQ_00048,SITE_010,OP_0142,2026-05-01,2026-05-12,2026-05-12,11,Returned,1,99000
R_003471,EQ_00276,SITE_018,OP_0207,2024-05-08,2024-05-17,2024-05-17,9,Returned,1,126000
R_003472,EQ_00193,SITE_011,OP_0014,2025-02-23,2025-04-09,2025-04-09,45,Returned,0,720000
R_003473,EQ_00738,SITE_017,OP_0323,2026-03-22,2026-04-08,2026-04-08,17,Returned,0,119000
R_003474,EQ_00366,SITE_007,OP_0170,2026-02-19,2026-03-12,,21,Overdue,0,294000
R_003475,EQ_00332,SITE_017,OP_0271,2024-03-05,2024-04-07,,33,Overdue,0,231000
R_003476,EQ_00454,SITE_018,OP_0076,2025-09-11,2025-09-22,2025-09-23,11,Overdue Returned,0,99000
R_003477,EQ_00008,SITE_015,OP_0178,2024-11-17,2024-12-18,2024-12-20,31,Overdue Returned,0,558000
R_003478,EQ_00260,SITE_006,OP_0144,2024-08-02,2024-08-15,2024-08-15,13,Returned,0,117000
R_003479,EQ_00534,SITE_022,OP_0229,2026-02-19,2026-03-08,2026-03-06,17,Returned,0,272000
R_003480,EQ_00081,SITE_003,OP_0248,2025-07-21,2025-09-02,2025-09-03,43,Overdue Returned,0,387000
R_003481,EQ_00745,SITE_022,OP_0178,2026-07-18,2026-07-28,2026-07-29,10,Overdue Returned,0,180000
R_003482,EQ_00377,SITE_010,OP_0287,2025-08-03,2025-09-05,,33,Active,0,462000
R_003483,EQ_00627,SITE_021,OP_0105,2024-09-07,2024-09-28,2024-09-27,21,Returned,0,630000
R_003484,EQ_00358,SITE_011,OP_0013,2025-10-05,2025-11-05,,31,Active,1,682000
R_003485,EQ_00156,SITE_013,OP_0337,2024-01-04,2024-01-07,2024-01-07,3,Returned,0,90000
R_003486,EQ_00331,SITE_006,OP_0318,2024-06-04,2024-06-28,2024-06-28,24,Returned,0,432000
R_003487,EQ_00526,SITE_005,OP_0108,2024-11-25,2024-12-13,2024-12-15,18,Overdue Returned,0,126000
R_003488,EQ_00091,SITE_029,OP_0169,2026-05-03,2026-05-25,2026-05-25,22,Returned,1,484000
R_003489,EQ_00389,SITE_029,OP_0192,2024-10-14,2024-11-14,2024-11-13,31,Returned,0,434000
R_003490,EQ_00586,SITE_029,OP_0110,2025-03-26,2025-05-06,2025-05-06,41,Returned,0,902000
R_003491,EQ_00492,SITE_006,OP_0242,2025-08-05,2025-08-27,2025-08-27,22,Returned,0,484000
R_003492,EQ_00470,SITE_015,OP_0057,2026-05-17,2026-06-27,2026-06-27,41,Returned,0,738000
R_003493,EQ_00769,SITE_013,OP_0334,2024-03-04,2024-03-11,2024-03-10,7,Returned,0,126000
R_003494,EQ_00381,SITE_026,OP_0156,2024-09-27,2024-10-27,,30,Active,0,270000
R_003495,EQ_00252,SITE_016,OP_0162,2026-01-01,2026-01-21,2026-01-18,20,Returned,0,320000
R_003496,EQ_00224,SITE_018,OP_0026,2025-08-11,2025-09-09,2025-09-09,29,Returned,0,638000
R_003497,EQ_00533,SITE_020,OP_0193,2024-03-01,2024-04-07,2024-04-07,37,Returned,0,814000
R_003498,EQ_00314,SITE_008,OP_0286,2026-03-15,2026-04-01,,17,Active,0,153000
R_003499,EQ_00366,SITE_001,OP_0059,2025-08-02,2025-08-16,2025-08-16,14,Returned,0,196000
R_003500,EQ_00194,SITE_020,OP_0290,2025-03-30,2025-05-11,,42,Active,0,1260000
R_003501,EQ_00784,SITE_014,OP_0262,2026-02-01,2026-02-23,2026-02-23,22,Returned,0,308000
R_003502,EQ_00255,SITE_028,OP_0201,2026-01-26,2026-02-26,2026-02-23,31,Returned,1,558000
R_003503,EQ_00236,SITE_023,OP_0192,2025-08-08,2025-08-11,2025-08-16,3,Overdue Returned,0,42000
R_003504,EQ_00176,SITE_020,OP_0221,2024-07-05,2024-08-02,2024-08-07,28,Overdue Returned,0,196000
R_003505,EQ_00722,SITE_011,OP_0104,2024-09-23,2024-10-29,,36,Active,0,324000
R_003506,EQ_00302,SITE_022,OP_0073,2025-06-08,2025-06-20,2025-06-20,12,Returned,1,216000
R_003507,EQ_00393,SITE_012,OP_0006,2024-09-19,2024-10-29,2024-10-29,40,Returned,0,720000
R_003508,EQ_00604,SITE_001,OP_0074,2024-06-10,2024-07-21,2024-07-21,41,Returned,0,287000
R_003509,EQ_00219,SITE_004,OP_0091,2024-08-29,2024-09-03,2024-09-04,5,Overdue Returned,0,90000
R_003510,EQ_00561,SITE_023,OP_0198,2026-03-07,2026-04-03,,27,Active,0,486000
R_003511,EQ_00310,SITE_027,OP_0150,2024-12-19,2025-01-22,2025-01-19,34,Returned,0,306000
R_003512,EQ_00263,SITE_011,OP_0061,2024-12-09,2024-12-15,2024-12-15,6,Returned,0,54000
R_003513,EQ_00116,SITE_001,OP_0167,2024-06-02,2024-07-11,2024-07-10,39,Returned,0,351000
R_003514,EQ_00243,SITE_029,OP_0061,2025-01-10,2025-02-18,2025-02-18,39,Returned,1,702000
R_003515,EQ_00608,SITE_008,OP_0145,2024-03-17,2024-04-10,2024-04-12,24,Overdue Returned,0,432000
R_003516,EQ_00280,SITE_026,OP_0261,2025-07-08,2025-07-31,2025-07-31,23,Returned,0,322000
R_003517,EQ_00004,SITE_029,OP_0348,2024-03-15,2024-03-22,2024-03-22,7,Returned,1,98000
R_003518,EQ_00679,SITE_004,OP_0065,2025-01-12,2025-02-09,2025-02-09,28,Returned,1,252000
R_003519,EQ_00335,SITE_019,OP_0087,2025-08-10,2025-09-21,2025-09-21,42,Returned,0,756000
R_003520,EQ_00547,SITE_019,OP_0055,2025-06-10,2025-07-12,2025-07-12,32,Returned,0,288000
R_003521,EQ_00574,SITE_012,OP_0241,2026-07-07,2026-08-17,2026-08-17,41,Returned,0,1230000
R_003522,EQ_00505,SITE_025,OP_0068,2025-07-16,2025-07-31,2025-08-01,15,Overdue Returned,0,105000
R_003523,EQ_00692,SITE_029,OP_0037,2026-05-28,2026-06-22,2026-06-23,25,Overdue Returned,0,450000
R_003524,EQ_00137,SITE_030,OP_0101,2024-06-14,2024-07-12,,28,Active,0,252000
R_003525,EQ_00191,SITE_012,OP_0260,2026-04-04,2026-05-08,,34,Active,0,476000
R_003526,EQ_00520,SITE_024,OP_0107,2025-02-28,2025-04-06,2025-04-11,37,Overdue Returned,0,259000
R_003527,EQ_00234,SITE_015,OP_0136,2025-04-22,2025-05-26,2025-06-05,34,Overdue Returned,1,748000
R_003528,EQ_00260,SITE_004,OP_0343,2024-01-31,2024-02-25,,25,Active,0,225000
R_003529,EQ_00550,SITE_026,OP_0077,2025-08-26,2025-09-10,2025-09-10,15,Returned,0,210000
R_003530,EQ_00574,SITE_003,OP_0299,2024-06-11,2024-06-30,,19,Active,0,570000
R_003531,EQ_00230,SITE_006,OP_0207,2025-11-12,2025-12-15,,33,Active,1,594000
R_003532,EQ_00601,SITE_010,OP_0020,2024-09-10,2024-10-04,,24,Overdue,0,336000
R_003533,EQ_00443,SITE_026,OP_0283,2025-04-10,2025-05-20,2025-05-22,40,Overdue Returned,0,360000
R_003534,EQ_00691,SITE_014,OP_0199,2024-09-16,2024-10-05,2024-10-06,19,Overdue Returned,0,342000
R_003535,EQ_00313,SITE_008,OP_0006,2024-04-06,2024-04-20,,14,Active,0,308000
R_003536,EQ_00587,SITE_009,OP_0050,2025-05-30,2025-06-29,2025-06-29,30,Returned,0,270000
R_003537,EQ_00223,SITE_001,OP_0072,2025-04-08,2025-04-19,2025-04-19,11,Returned,1,99000
R_003538,EQ_00258,SITE_023,OP_0227,2025-12-14,2025-12-29,2025-12-29,15,Returned,0,210000
R_003539,EQ_00500,SITE_023,OP_0338,2026-02-27,2026-03-17,2026-03-18,18,Overdue Returned,0,324000
R_003540,EQ_00378,SITE_005,OP_0236,2026-06-20,2026-07-15,2026-07-15,25,Returned,0,550000
R_003541,EQ_00796,SITE_010,OP_0110,2025-01-10,2025-02-11,2025-02-11,32,Returned,0,224000
R_003542,EQ_00761,SITE_014,OP_0347,2025-04-15,2025-05-14,2025-05-19,29,Overdue Returned,1,406000
R_003543,EQ_00377,SITE_011,OP_0057,2024-02-15,2024-03-31,2024-04-01,45,Overdue Returned,0,630000
R_003544,EQ_00346,SITE_020,OP_0077,2024-01-06,2024-02-13,2024-02-15,38,Overdue Returned,0,836000
R_003545,EQ_00516,SITE_002,OP_0321,2026-06-10,2026-07-12,,32,Overdue,0,576000
R_003546,EQ_00059,SITE_015,OP_0209,2024-06-13,2024-06-17,2024-06-17,4,Returned,0,28000
R_003547,EQ_00353,SITE_017,OP_0333,2025-08-22,2025-10-05,,44,Active,0,792000
R_003548,EQ_00775,SITE_003,OP_0033,2024-05-05,2024-05-13,2024-05-23,8,Overdue Returned,0,72000
R_003549,EQ_00143,SITE_014,OP_0151,2024-04-03,2024-04-07,2024-04-17,4,Overdue Returned,0,120000
R_003550,EQ_00283,SITE_012,OP_0241,2026-07-21,2026-07-29,2026-07-27,8,Returned,0,72000
R_003551,EQ_00519,SITE_020,OP_0197,2025-10-01,2025-11-03,2025-11-05,33,Overdue Returned,1,297000
R_003552,EQ_00046,SITE_030,OP_0290,2024-10-03,2024-10-30,2024-11-09,27,Overdue Returned,0,810000
R_003553,EQ_00361,SITE_022,OP_0037,2026-06-24,2026-07-19,2026-07-16,25,Returned,1,350000
R_003554,EQ_00058,SITE_022,OP_0304,2025-09-19,2025-10-21,2025-10-26,32,Overdue Returned,1,224000
R_003555,EQ_00591,SITE_029,OP_0317,2024-08-01,2024-08-25,2024-08-22,24,Returned,0,168000
R_003556,EQ_00518,SITE_029,OP_0242,2026-03-05,2026-03-17,,12,Overdue,0,108000
R_003557,EQ_00353,SITE_028,OP_0079,2025-12-20,2026-01-13,2026-01-13,24,Returned,0,432000
R_003558,EQ_00132,SITE_024,OP_0114,2026-07-07,2026-08-09,2026-08-09,33,Returned,0,231000
R_003559,EQ_00763,SITE_016,OP_0237,2025-10-13,2025-11-07,2025-11-07,25,Returned,1,175000
R_003560,EQ_00414,SITE_014,OP_0273,2025-12-20,2026-01-19,2026-01-19,30,Returned,1,660000
R_003561,EQ_00143,SITE_017,OP_0156,2024-02-18,2024-04-02,2024-04-04,44,Overdue Returned,0,1320000
R_003562,EQ_00534,SITE_015,OP_0285,2024-05-01,2024-05-26,,25,Active,0,400000
R_003563,EQ_00032,SITE_005,OP_0316,2025-12-04,2025-12-15,2025-12-15,11,Returned,0,77000
R_003564,EQ_00797,SITE_024,OP_0210,2025-05-01,2025-05-21,2025-05-21,20,Returned,0,360000
R_003565,EQ_00177,SITE_024,OP_0069,2024-03-08,2024-03-29,,21,Active,1,147000
R_003566,EQ_00353,SITE_022,OP_0177,2024-07-31,2024-08-03,2024-08-03,3,Returned,0,54000
R_003567,EQ_00362,SITE_012,OP_0090,2025-11-09,2025-11-12,,3,Overdue,0,48000
R_003568,EQ_00490,SITE_008,OP_0085,2024-11-22,2024-11-25,,3,Active,1,42000
R_003569,EQ_00250,SITE_011,OP_0042,2024-05-30,2024-07-14,2024-07-14,45,Returned,0,315000
R_003570,EQ_00555,SITE_030,OP_0177,2024-11-10,2024-12-15,2024-12-15,35,Returned,0,770000
R_003571,EQ_00483,SITE_014,OP_0116,2025-01-18,2025-02-27,2025-02-27,40,Returned,0,280000
R_003572,EQ_00288,SITE_001,OP_0308,2024-11-19,2024-11-26,,7,Active,0,63000
R_003573,EQ_00635,SITE_011,OP_0293,2025-07-29,2025-09-01,2025-08-31,34,Returned,0,748000
R_003574,EQ_00671,SITE_029,OP_0220,2024-07-02,2024-07-17,2024-07-18,15,Overdue Returned,0,240000
R_003575,EQ_00575,SITE_003,OP_0100,2026-03-13,2026-03-31,,18,Overdue,0,126000
R_003576,EQ_00031,SITE_004,OP_0234,2025-09-09,2025-10-24,,45,Active,0,405000
R_003577,EQ_00574,SITE_001,OP_0307,2024-01-20,2024-02-21,2024-02-21,32,Returned,1,960000
R_003578,EQ_00362,SITE_016,OP_0237,2025-11-05,2025-11-27,2025-11-27,22,Returned,0,352000
R_003579,EQ_00348,SITE_030,OP_0275,2024-11-24,2024-12-17,2024-12-27,23,Overdue Returned,1,161000
R_003580,EQ_00260,SITE_009,OP_0081,2025-05-27,2025-06-26,2025-06-24,30,Returned,0,270000
R_003581,EQ_00274,SITE_022,OP_0311,2025-08-26,2025-09-04,2025-09-14,9,Overdue Returned,0,198000
R_003582,EQ_00545,SITE_012,OP_0196,2026-01-21,2026-03-06,2026-03-06,44,Returned,0,1320000
R_003583,EQ_00637,SITE_011,OP_0081,2025-12-18,2026-01-11,2026-01-08,24,Returned,0,720000
R_003584,EQ_00599,SITE_001,OP_0062,2024-11-26,2024-12-01,,5,Active,0,110000
R_003585,EQ_00758,SITE_004,OP_0011,2024-12-02,2024-12-16,,14,Active,0,420000
R_003586,EQ_00062,SITE_022,OP_0327,2024-09-29,2024-10-31,2024-10-31,32,Returned,0,224000
R_003587,EQ_00514,SITE_021,OP_0222,2025-10-13,2025-11-23,,41,Active,0,1230000
R_003588,EQ_00009,SITE_018,OP_0124,2026-03-09,2026-03-29,2026-03-29,20,Returned,0,360000
R_003589,EQ_00166,SITE_012,OP_0158,2024-03-01,2024-04-10,2024-04-11,40,Overdue Returned,0,560000
R_003590,EQ_00334,SITE_015,OP_0118,2025-03-20,2025-05-03,2025-05-03,44,Returned,0,792000
R_003591,EQ_00697,SITE_029,OP_0021,2024-08-14,2024-08-23,2024-08-22,9,Returned,0,63000
R_003592,EQ_00454,SITE_013,OP_0129,2026-04-28,2026-05-30,,32,Active,0,288000
R_003593,EQ_00602,SITE_023,OP_0008,2024-08-01,2024-08-13,2024-08-13,12,Returned,0,168000
R_003594,EQ_00005,SITE_023,OP_0175,2026-07-10,2026-07-24,2026-07-24,14,Returned,0,252000
R_003595,EQ_00141,SITE_025,OP_0347,2024-03-06,2024-04-14,2024-04-14,39,Returned,0,702000
R_003596,EQ_00590,SITE_020,OP_0017,2026-05-29,2026-07-10,2026-07-10,42,Returned,0,588000
R_003597,EQ_00221,SITE_026,OP_0244,2026-03-14,2026-04-20,,37,Active,0,666000
R_003598,EQ_00582,SITE_003,OP_0267,2025-01-05,2025-01-22,,17,Active,1,510000
R_003599,EQ_00320,SITE_002,OP_0014,2025-01-28,2025-01-31,2025-02-01,3,Overdue Returned,0,66000
R_003600,EQ_00606,SITE_013,OP_0013,2025-04-08,2025-04-18,2025-04-18,10,Returned,0,180000
R_003601,EQ_00477,SITE_021,OP_0308,2026-07-03,2026-07-09,2026-07-09,6,Returned,0,54000
R_003602,EQ_00528,SITE_025,OP_0320,2026-07-14,2026-08-14,,31,Active,0,434000
R_003603,EQ_00274,SITE_023,OP_0123,2024-05-12,2024-06-18,,37,Overdue,0,814000
R_003604,EQ_00600,SITE_008,OP_0041,2024-11-20,2024-12-28,2024-12-28,38,Returned,0,266000
R_003605,EQ_00655,SITE_021,OP_0022,2025-04-05,2025-04-11,2025-04-11,6,Returned,0,108000
R_003606,EQ_00272,SITE_001,OP_0205,2025-04-05,2025-04-30,2025-04-30,25,Returned,0,450000
R_003607,EQ_00046,SITE_003,OP_0126,2025-05-25,2025-07-09,2025-07-08,45,Returned,0,1350000
R_003608,EQ_00579,SITE_003,OP_0320,2024-01-16,2024-02-25,2024-02-26,40,Overdue Returned,0,880000
R_003609,EQ_00118,SITE_030,OP_0062,2025-06-24,2025-07-24,2025-07-26,30,Overdue Returned,1,270000
R_003610,EQ_00196,SITE_012,OP_0242,2026-02-18,2026-02-22,,4,Overdue,0,120000
R_003611,EQ_00049,SITE_013,OP_0287,2026-07-27,2026-08-30,,34,Overdue,0,1020000
R_003612,EQ_00578,SITE_019,OP_0014,2025-04-30,2025-06-05,2025-06-07,36,Overdue Returned,0,792000
R_003613,EQ_00659,SITE_027,OP_0235,2026-02-26,2026-03-18,,20,Active,0,180000
R_003614,EQ_00624,SITE_007,OP_0143,2026-02-12,2026-02-19,,7,Active,0,126000
R_003615,EQ_00111,SITE_019,OP_0080,2024-08-21,2024-09-30,2024-10-10,40,Overdue Returned,0,720000
R_003616,EQ_00493,SITE_019,OP_0303,2024-02-12,2024-03-08,,25,Active,1,175000
R_003617,EQ_00438,SITE_004,OP_0281,2025-08-22,2025-09-02,2025-09-02,11,Returned,1,154000
R_003618,EQ_00582,SITE_003,OP_0189,2026-04-15,2026-04-20,2026-04-20,5,Returned,0,150000
R_003619,EQ_00535,SITE_028,OP_0048,2024-10-26,2024-11-09,2024-11-08,14,Returned,0,98000
R_003620,EQ_00135,SITE_019,OP_0263,2025-03-19,2025-04-10,2025-04-15,22,Overdue Returned,0,352000
R_003621,EQ_00033,SITE_024,OP_0058,2024-04-18,2024-05-03,,15,Active,0,270000
