usage_id,date,equipment_id,rental_id,site_id,operator_id,engine_hours,idle_hours,fuel_consumed_liters,utilization_percentage,is_anomaly,anomaly_type
U_0040915,2024-03-13,EQ_00557,R_003294,SITE_016,OP_0300,4.15,1.83,26.65,34.61,No,None
U_0040916,2024-03-14,EQ_00557,R_003294,SITE_016,OP_0300,8.7,0.0,63.7,72.5,No,None
U_0040917,2024-03-15,EQ_00557,R_003294,SITE_016,OP_0300,10.37,2.92,73.15,86.42,No,None
U_0040918,2024-03-16,EQ_00557,R_003294,SITE_016,OP_0300,8.91,1.67,62.73,74.25,No,None
U_0040919,2024-03-17,EQ_00557,R_003294,SITE_016,OP_0300,3.55,5.13,27.48,29.56,No,None
U_0040920,2024-03-18,EQ_00557,R_003294,SITE_016,OP_0300,5.79,3.31,40.83,48.21,No,None
U_0040921,2024-03-19,EQ_00557,R_003294,SITE_016,OP_0300,7.13,3.45,51.16,59.39,No,None
U_0040922,2024-03-20,EQ_00557,R_003294,SITE_016,OP_0300,7.36,2.72,50.03,61.36,No,None
U_0040923,2024-03-21,EQ_00557,R_003294,SITE_016,OP_0300,12.0,2.36,67.64,100.0,No,None
U_0040924,2024-03-22,EQ_00557,R_003294,SITE_016,OP_0300,8.26,1.56,46.4,68.8,No,None
U_0040925,2024-03-23,EQ_00557,R_003294,SITE_016,OP_0300,3.91,3.7,26.63,32.55,No,None
U_0040926,2024-09-21,EQ_00235,R_003295,SITE_030,OP_0115,6.8,4.37,101.03,56.64,No,None
U_0040927,2024-09-22,EQ_00235,R_003295,SITE_030,OP_0115,6.58,5.5,103.46,54.87,No,None
U_0040928,2024-09-23,EQ_00235,R_003295,SITE_030,OP_0115,7.36,5.98,107.57,61.36,No,None
U_0040929,2024-09-24,EQ_00235,R_003295,SITE_030,OP_0115,3.78,3.44,54.54,31.52,No,None
U_0040930,2024-09-25,EQ_00235,R_003295,SITE_030,OP_0115,6.32,2.49,110.12,52.69,No,None
U_0040931,2024-09-26,EQ_00235,R_003295,SITE_030,OP_0115,5.48,3.58,100.94,45.66,No,None
U_0040932,2024-09-27,EQ_00235,R_003295,SITE_030,OP_0115,8.56,4.17,126.66,71.32,No,None
U_0040933,2024-09-28,EQ_00235,R_003295,SITE_030,OP_0115,6.74,0.0,94.21,56.17,No,None
U_0040934,2024-09-29,EQ_00235,R_003295,SITE_030,OP_0115,9.63,0.21,190.34,80.25,No,None
U_0040935,2024-09-30,EQ_00235,R_003295,SITE_030,OP_0115,5.56,6.79,80.14,46.36,No,None
U_0040936,2024-10-01,EQ_00235,R_003295,SITE_030,OP_0115,6.5,1.68,124.15,54.15,No,None
U_0040937,2024-10-02,EQ_00235,R_003295,SITE_030,OP_0115,5.05,4.95,83.26,42.08,No,None
U_0040938,2024-10-03,EQ_00235,R_003295,SITE_030,OP_0115,7.17,1.55,128.32,59.77,No,None
U_0040939,2024-10-04,EQ_00235,R_003295,SITE_030,OP_0115,10.37,0.45,181.59,86.45,No,None
U_0040940,2026-06-21,EQ_00798,R_003296,SITE_007,OP_0328,12.1,4.09,242.79,100.0,No,None
U_0040941,2026-06-22,EQ_00798,R_003296,SITE_007,OP_0328,7.09,0.4,99.01,59.06,No,None
U_0040942,2026-06-23,EQ_00798,R_003296,SITE_007,OP_0328,7.06,5.52,138.24,58.86,No,None
U_0040943,2026-06-24,EQ_00798,R_003296,SITE_007,OP_0328,7.09,4.45,145.63,59.04,No,None
U_0040944,2026-06-25,EQ_00798,R_003296,SITE_007,OP_0328,7.39,6.22,128.15,61.56,No,None
U_0040945,2026-06-26,EQ_00798,R_003296,SITE_007,OP_0328,6.23,4.54,115.29,51.92,No,None
U_0040946,2026-06-27,EQ_00798,R_003296,SITE_007,OP_0328,2.68,0.0,58.14,22.33,No,None
U_0040947,2026-06-28,EQ_00798,R_003296,SITE_007,OP_0328,6.58,6.2,211.61,54.81,Yes,High Fuel Consumption
U_0040948,2026-06-29,EQ_00798,R_003296,SITE_007,OP_0328,5.77,2.39,84.22,48.04,No,None
U_0040949,2026-06-30,EQ_00798,R_003296,SITE_007,OP_0328,3.91,4.89,83.3,32.62,No,None
U_0040950,2026-07-01,EQ_00798,R_003296,SITE_007,OP_0328,4.55,4.67,77.3,37.88,No,None
U_0040951,2026-07-02,EQ_00798,R_003296,SITE_007,OP_0328,6.28,2.08,126.39,52.31,No,None
U_0040952,2026-07-03,EQ_00798,R_003296,SITE_007,OP_0328,3.92,1.02,70.91,32.69,Yes,Unexpected Operator
U_0040953,2026-07-04,EQ_00798,R_003296,SITE_007,OP_0328,6.68,2.8,122.16,55.64,No,None
U_0040954,2024-12-03,EQ_00182,R_003297,SITE_005,OP_0334,11.84,1.37,221.82,98.69,No,None
U_0040955,2024-12-04,EQ_00182,R_003297,SITE_005,OP_0334,5.43,1.58,101.0,45.22,Yes,Unexpected Operator
U_0040956,2024-12-05,EQ_00182,R_003297,SITE_005,OP_0334,6.4,3.21,95.44,53.35,No,None
U_0040957,2024-12-06,EQ_00182,R_003297,SITE_005,OP_0334,6.86,3.69,148.4,57.14,No,None
U_0040958,2024-12-07,EQ_00182,R_003297,SITE_005,OP_0334,9.68,1.3,164.46,80.71,No,None
U_0040959,2024-12-08,EQ_00182,R_003297,SITE_005,OP_0334,6.97,4.59,306.69,58.04,Yes,High Fuel Consumption
U_0040960,2024-12-09,EQ_00182,R_003297,SITE_005,OP_0334,4.03,1.45,62.38,33.58,No,None
U_0040961,2024-12-10,EQ_00182,R_003297,SITE_005,OP_0334,7.32,2.97,130.67,61.01,No,None
U_0040962,2024-12-11,EQ_00182,R_003297,SITE_005,OP_0334,5.35,4.89,94.15,44.62,No,None
U_0040963,2024-12-12,EQ_00182,R_003297,SITE_005,OP_0334,4.89,4.73,94.73,40.71,No,None
U_0040964,2024-12-13,EQ_00182,R_003297,SITE_005,OP_0334,7.62,3.18,144.49,63.49,No,None
U_0040965,2024-12-14,EQ_00182,R_003297,SITE_005,OP_0334,7.76,5.61,125.24,64.65,No,None
U_0040966,2024-12-15,EQ_00182,R_003297,SITE_005,OP_0334,4.05,0.96,80.4,33.75,No,None
U_0040967,2024-12-16,EQ_00182,R_003297,SITE_005,OP_0334,5.76,1.73,90.57,47.99,No,None
U_0040968,2026-01-04,EQ_00337,R_003298,SITE_008,OP_0005,5.32,3.3,37.56,44.37,No,None
U_0040969,2026-01-05,EQ_00337,R_003298,SITE_008,OP_0005,7.47,1.61,52.34,62.22,No,None
U_0040970,2026-01-06,EQ_00337,R_003298,SITE_008,OP_0005,7.3,1.84,43.53,60.86,No,None
U_0040971,2026-01-07,EQ_00337,R_003298,SITE_008,OP_0005,9.74,6.97,74.44,81.16,No,None
U_0040972,2026-01-08,EQ_00337,R_003298,SITE_008,OP_0005,4.89,5.79,33.59,40.71,No,None
U_0040973,2026-01-09,EQ_00337,R_003298,SITE_008,OP_0005,10.44,3.54,71.81,87.04,No,None
U_0040974,2026-01-10,EQ_00337,R_003298,SITE_008,OP_0005,7.04,4.69,48.51,58.71,No,None
U_0040975,2026-01-11,EQ_00337,R_003298,SITE_008,OP_0005,5.13,1.3,38.22,42.72,No,None
U_0040976,2026-01-12,EQ_00337,R_003298,SITE_008,OP_0005,11.26,5.04,74.62,93.8,No,None
U_0040977,2026-01-13,EQ_00337,R_003298,SITE_008,OP_0005,8.31,1.78,56.83,69.22,No,None
U_0040978,2026-01-14,EQ_00337,R_003298,SITE_008,OP_0005,5.26,4.75,42.5,43.86,No,None
U_0040979,2026-01-15,EQ_00337,R_003298,SITE_008,OP_0005,5.98,5.57,35.1,49.82,No,None
U_0040980,2026-01-16,EQ_00337,R_003298,SITE_008,OP_0005,5.54,2.39,47.37,46.17,No,None
U_0040981,2026-01-17,EQ_00337,R_003298,SITE_008,OP_0005,4.96,4.97,31.05,41.29,No,None
U_0040982,2026-05-08,EQ_00553,R_003299,SITE_023,OP_0100,6.61,5.93,48.12,55.05,No,None
U_0040983,2026-05-09,EQ_00553,R_003299,SITE_023,OP_0100,7.74,3.34,38.87,64.49,No,None
U_0040984,2026-05-10,EQ_00553,R_003299,SITE_023,OP_0100,7.12,4.35,40.48,59.36,No,None
U_0040985,2026-05-11,EQ_00553,R_003299,SITE_023,OP_0100,10.76,5.42,84.89,89.66,No,None
U_0040986,2024-06-05,EQ_00075,R_003300,SITE_027,OP_0252,8.24,2.33,136.3,68.69,No,None
U_0040987,2024-06-06,EQ_00075,R_003300,SITE_027,OP_0252,6.81,0.0,114.5,56.73,No,None
U_0040988,2024-06-07,EQ_00075,R_003300,SITE_027,OP_0252,4.8,3.51,79.88,40.04,No,None
U_0040989,2024-06-08,EQ_00075,R_003300,SITE_027,OP_0252,4.63,2.61,85.52,38.61,No,None
U_0040990,2024-06-09,EQ_00075,R_003300,SITE_027,OP_0252,5.12,2.78,108.99,42.68,No,None
U_0040991,2024-06-10,EQ_00075,R_003300,SITE_027,OP_0252,2.73,0.0,56.14,22.71,No,None
U_0040992,2024-06-11,EQ_00075,R_003300,SITE_027,OP_0252,9.45,3.85,196.41,78.76,No,None
U_0040993,2025-08-23,EQ_00083,R_003301,SITE_009,OP_0119,8.16,3.32,130.5,68.03,No,None
U_0040994,2025-08-24,EQ_00083,R_003301,SITE_009,OP_0119,5.75,3.8,73.03,47.94,No,None
U_0040995,2025-08-25,EQ_00083,R_003301,SITE_009,OP_0119,6.46,3.91,97.43,53.85,No,None
U_0040996,2025-08-26,EQ_00083,R_003301,SITE_009,OP_0119,5.48,3.9,101.44,45.63,Yes,Unexpected Operator
U_0040997,2025-08-27,EQ_00083,R_003301,SITE_009,OP_0119,8.09,0.7,118.38,67.39,No,None
U_0040998,2026-02-17,EQ_00673,R_003302,SITE_021,OP_0193,7.23,4.48,119.42,60.24,No,None
U_0040999,2026-02-18,EQ_00673,R_003302,SITE_021,OP_0193,10.15,1.65,144.41,84.61,No,None
U_0041000,2026-02-19,EQ_00673,R_003302,SITE_021,OP_0193,5.72,0.36,94.32,47.68,No,None
U_0041001,2026-02-20,EQ_00673,R_003302,SITE_021,OP_0193,8.02,2.72,110.72,66.81,No,None
U_0041002,2026-02-21,EQ_00673,R_003302,SITE_021,OP_0193,5.67,0.36,74.84,47.24,No,None
U_0041003,2026-02-22,EQ_00673,R_003302,SITE_021,OP_0193,8.1,0.0,96.64,67.51,No,None
U_0041004,2026-02-23,EQ_00673,R_003302,SITE_021,OP_0193,7.2,6.11,99.34,60.02,No,None
U_0041005,2026-02-24,EQ_00673,R_003302,SITE_021,OP_0193,4.58,4.86,71.52,38.2,No,None
U_0041006,2026-02-25,EQ_00673,R_003302,SITE_021,OP_0193,4.1,4.98,61.9,34.15,No,None
U_0041007,2026-02-26,EQ_00673,R_003302,SITE_021,OP_0193,7.72,1.99,119.15,64.33,No,None
U_0041008,2026-02-27,EQ_00673,R_003302,SITE_021,OP_0193,8.79,2.55,109.48,73.22,No,None
U_0041009,2026-02-28,EQ_00673,R_003302,SITE_021,OP_0193,3.93,3.71,58.76,32.75,No,None
U_0041010,2026-03-01,EQ_00673,R_003302,SITE_021,OP_0193,5.88,2.95,101.9,49.03,No,None
U_0041011,2026-03-02,EQ_00673,R_003302,SITE_021,OP_0193,5.11,3.09,76.79,42.6,No,None
U_0041012,2026-04-13,EQ_00775,R_003303,SITE_013,OP_0287,7.57,4.53,72.81,63.12,No,None
U_0041013,2026-04-14,EQ_00775,R_003303,SITE_013,OP_0287,3.74,5.4,54.03,31.14,No,None
U_0041014,2026-04-15,EQ_00775,R_003303,SITE_013,OP_0287,6.88,4.25,87.77,57.34,No,None
U_0041015,2026-04-16,EQ_00775,R_003303,SITE_013,OP_0287,9.01,3.28,102.47,75.1,No,None
U_0041016,2026-04-17,EQ_00775,R_003303,SITE_013,OP_0287,6.73,1.69,72.98,56.05,No,None
U_0041017,2026-04-18,EQ_00775,R_003303,SITE_013,OP_0287,4.91,6.81,44.04,40.94,No,None
U_0041018,2026-04-19,EQ_00775,R_003303,SITE_013,OP_0287,7.84,1.92,82.74,65.31,No,None
U_0041019,2026-04-20,EQ_00775,R_003303,SITE_013,OP_0287,3.31,3.71,42.97,27.6,No,None
U_0041020,2026-04-21,EQ_00775,R_003303,SITE_013,OP_0287,4.18,3.06,46.05,34.8,No,None
U_0041021,2026-04-22,EQ_00775,R_003303,SITE_013,OP_0287,3.38,1.55,36.39,28.2,No,None
U_0041022,2026-04-23,EQ_00775,R_003303,SITE_013,OP_0287,6.56,0.07,75.07,54.63,No,None
U_0041023,2026-04-24,EQ_00775,R_003303,SITE_013,OP_0287,4.55,0.0,51.2,37.9,No,None
U_0041024,2026-04-25,EQ_00775,R_003303,SITE_013,OP_0287,2.01,0.43,27.91,16.75,No,None
U_0041025,2026-04-26,EQ_00775,R_003303,SITE_013,OP_0287,9.36,2.52,117.21,78.04,No,None
U_0041026,2025-07-04,EQ_00634,R_003304,SITE_003,OP_0069,5.38,3.07,74.93,44.8,No,None
U_0041027,2025-07-05,EQ_00634,R_003304,SITE_003,OP_0069,7.3,4.96,125.14,60.83,No,None
U_0041028,2025-07-06,EQ_00634,R_003304,SITE_003,OP_0069,5.32,4.19,95.85,44.3,No,None
U_0041029,2025-07-07,EQ_00634,R_003304,SITE_003,OP_0069,6.2,0.97,101.34,51.64,No,None
U_0041030,2025-07-08,EQ_00634,R_003304,SITE_003,OP_0069,3.79,3.85,65.36,31.6,No,None
U_0041031,2025-07-09,EQ_00634,R_003304,SITE_003,OP_0069,5.71,1.71,113.13,47.61,No,None
U_0041032,2025-07-10,EQ_00634,R_003304,SITE_003,OP_0069,5.75,4.81,87.06,47.95,Yes,Excessive Idle
U_0041033,2025-07-11,EQ_00634,R_003304,SITE_003,OP_0069,5.22,0.0,101.54,43.53,No,None
U_0041034,2025-07-12,EQ_00634,R_003304,SITE_003,OP_0069,7.74,1.23,143.26,64.47,No,None
U_0041035,2025-07-13,EQ_00634,R_003304,SITE_003,OP_0069,5.52,7.46,80.67,46.0,No,None
U_0041036,2025-07-14,EQ_00634,R_003304,SITE_003,OP_0069,5.9,4.85,95.1,49.13,No,None
U_0041037,2025-07-15,EQ_00634,R_003304,SITE_003,OP_0069,9.28,3.21,148.75,77.36,No,None
U_0041038,2025-07-16,EQ_00634,R_003304,SITE_003,OP_0069,7.85,1.9,142.02,65.4,No,None
U_0041039,2025-07-17,EQ_00634,R_003304,SITE_003,OP_0069,1.92,3.15,33.84,16.01,No,None
U_0041040,2025-05-16,EQ_00269,R_003305,SITE_002,OP_0278,6.97,4.97,122.48,58.07,No,None
U_0041041,2025-05-17,EQ_00269,R_003305,SITE_002,OP_0278,5.38,6.89,93.73,44.85,No,None
U_0041042,2025-05-18,EQ_00269,R_003305,SITE_002,OP_0278,5.52,3.34,103.83,45.96,No,None
U_0041043,2024-03-04,EQ_00549,R_003306,SITE_003,OP_0043,6.38,0.0,128.71,53.15,No,None
U_0041044,2024-03-05,EQ_00549,R_003306,SITE_003,OP_0043,5.59,0.87,123.56,46.54,No,None
U_0041045,2024-03-06,EQ_00549,R_003306,SITE_003,OP_0043,7.57,2.44,154.6,63.1,No,None
U_0041046,2024-03-07,EQ_00549,R_003306,SITE_003,OP_0043,7.87,0.74,177.81,65.6,No,None
U_0041047,2024-03-08,EQ_00549,R_003306,SITE_003,OP_0043,7.73,2.24,186.49,64.38,No,None
U_0041048,2024-03-09,EQ_00549,R_003306,SITE_003,OP_0043,11.45,0.49,244.16,95.4,No,None
U_0041049,2024-03-10,EQ_00549,R_003306,SITE_003,OP_0043,6.04,2.5,130.48,50.37,No,None
U_0041050,2024-03-11,EQ_00549,R_003306,SITE_003,OP_0043,8.38,4.54,150.13,69.82,No,None
U_0041051,2024-03-12,EQ_00549,R_003306,SITE_003,OP_0043,7.51,2.13,155.8,62.61,No,None
U_0041052,2024-03-13,EQ_00549,R_003306,SITE_003,OP_0043,8.75,2.38,192.02,72.92,No,None
U_0041053,2024-03-14,EQ_00549,R_003306,SITE_003,OP_0043,7.72,3.6,152.41,64.34,No,None
U_0041054,2024-03-15,EQ_00549,R_003306,SITE_003,OP_0043,5.74,1.96,131.71,47.82,No,None
U_0041055,2024-03-16,EQ_00549,R_003306,SITE_003,OP_0043,5.0,4.36,89.87,41.68,No,None
U_0041056,2024-03-17,EQ_00549,R_003306,SITE_003,OP_0043,8.34,0.41,144.28,69.47,No,None
U_0041057,2026-06-24,EQ_00010,R_003307,SITE_027,OP_0084,6.66,4.76,205.36,55.52,No,None
U_0041058,2026-06-25,EQ_00010,R_003307,SITE_027,OP_0084,10.62,0.54,249.56,88.53,No,None
U_0041059,2026-06-26,EQ_00010,R_003307,SITE_027,OP_0084,6.21,4.63,133.83,51.77,No,None
U_0041060,2026-06-27,EQ_00010,R_003307,SITE_027,OP_0084,5.96,1.56,152.51,49.64,No,None
U_0041061,2026-06-28,EQ_00010,R_003307,SITE_027,OP_0084,6.22,1.85,156.21,51.81,No,None
U_0041062,2026-06-29,EQ_00010,R_003307,SITE_027,OP_0084,7.54,1.75,237.15,62.87,No,None
U_0041063,2026-06-30,EQ_00010,R_003307,SITE_027,OP_0084,7.54,0.0,229.23,62.8,No,None
U_0041064,2026-07-01,EQ_00010,R_003307,SITE_027,OP_0084,8.17,1.45,243.14,68.1,No,None
U_0041065,2025-04-27,EQ_00081,R_003308,SITE_005,OP_0225,5.41,2.13,73.49,45.09,No,None
U_0041066,2025-04-28,EQ_00081,R_003308,SITE_005,OP_0225,7.58,3.85,71.18,63.15,No,None
U_0041067,2025-04-29,EQ_00081,R_003308,SITE_005,OP_0225,5.37,2.26,65.5,44.73,No,None
U_0041068,2025-04-30,EQ_00081,R_003308,SITE_005,OP_0225,5.36,0.0,69.47,44.68,No,None
U_0041069,2025-05-01,EQ_00081,R_003308,SITE_005,OP_0225,8.26,2.17,84.76,68.79,No,None
U_0041070,2025-05-02,EQ_00081,R_003308,SITE_005,OP_0225,3.45,4.13,46.14,28.75,No,None
U_0041071,2025-05-03,EQ_00081,R_003308,SITE_005,OP_0225,4.68,5.34,54.86,39.0,No,None
U_0041072,2025-05-04,EQ_00081,R_003308,SITE_005,OP_0225,6.32,3.43,76.46,52.64,No,None
U_0041073,2025-05-05,EQ_00081,R_003308,SITE_005,OP_0225,2.98,5.4,33.42,24.86,No,None
U_0041074,2025-05-06,EQ_00081,R_003308,SITE_005,OP_0225,5.29,3.34,51.0,44.1,No,None
U_0041075,2025-05-07,EQ_00081,R_003308,SITE_005,OP_0225,6.01,3.21,65.59,50.06,No,None
U_0041076,2025-05-08,EQ_00081,R_003308,SITE_005,OP_0225,7.63,4.01,91.42,63.6,No,None
U_0041077,2025-05-09,EQ_00081,R_003308,SITE_005,OP_0225,9.34,5.05,99.04,77.81,No,None
U_0041078,2025-05-10,EQ_00081,R_003308,SITE_005,OP_0225,8.06,6.63,96.38,67.19,No,None
U_0041079,2026-07-01,EQ_00505,R_003309,SITE_017,OP_0341,4.11,5.78,30.35,34.22,No,None
U_0041080,2026-07-02,EQ_00505,R_003309,SITE_017,OP_0341,5.41,3.41,36.23,45.06,No,None
U_0041081,2026-07-03,EQ_00505,R_003309,SITE_017,OP_0341,5.4,3.36,38.09,45.04,No,None
U_0041082,2026-07-04,EQ_00505,R_003309,SITE_017,OP_0341,4.01,1.0,26.56,33.44,No,None
U_0041083,2026-07-05,EQ_00505,R_003309,SITE_017,OP_0341,7.2,4.15,49.0,60.02,No,None
U_0041084,2026-07-06,EQ_00505,R_003309,SITE_017,OP_0341,7.34,0.0,49.28,61.17,No,None
U_0041085,2026-07-07,EQ_00505,R_003309,SITE_017,OP_0341,6.52,0.76,49.23,54.31,No,None
U_0041086,2026-07-08,EQ_00505,R_003309,SITE_017,OP_0341,9.02,3.25,57.5,75.17,No,None
U_0041087,2026-07-09,EQ_00505,R_003309,SITE_017,OP_0341,5.47,2.67,32.98,45.61,Yes,Excessive Idle
U_0041088,2026-07-10,EQ_00505,R_003309,SITE_017,OP_0341,1.11,0.0,6.26,9.25,No,None
U_0041089,2026-07-11,EQ_00505,R_003309,SITE_017,OP_0341,5.08,2.98,37.59,42.36,No,None
U_0041090,2026-07-12,EQ_00505,R_003309,SITE_017,OP_0341,7.52,2.07,52.63,62.7,No,None
U_0041091,2026-07-13,EQ_00505,R_003309,SITE_017,OP_0341,8.39,1.69,55.73,69.96,No,None
U_0041092,2026-07-14,EQ_00505,R_003309,SITE_017,OP_0341,10.31,0.0,48.6,85.93,No,None
U_0041093,2024-08-15,EQ_00193,R_003310,SITE_008,OP_0050,3.98,4.53,80.53,33.17,No,None
U_0041094,2024-08-16,EQ_00193,R_003310,SITE_008,OP_0050,6.43,6.46,152.23,53.58,No,None
U_0041095,2024-08-17,EQ_00193,R_003310,SITE_008,OP_0050,5.2,3.13,108.56,43.33,No,None
U_0041096,2024-08-18,EQ_00193,R_003310,SITE_008,OP_0050,4.21,2.39,98.98,35.07,No,None
U_0041097,2024-08-19,EQ_00193,R_003310,SITE_008,OP_0050,3.12,0.03,61.22,26.04,No,None
U_0041098,2024-08-20,EQ_00193,R_003310,SITE_008,OP_0050,6.22,1.07,125.41,51.8,No,None
U_0041099,2024-08-21,EQ_00193,R_003310,SITE_008,OP_0050,5.57,3.98,100.58,46.44,No,None
U_0041100,2024-08-22,EQ_00193,R_003310,SITE_008,OP_0050,1.32,4.39,30.13,11.0,No,None
U_0041101,2024-08-23,EQ_00193,R_003310,SITE_008,OP_0050,4.14,0.66,83.22,34.47,No,None
U_0041102,2024-08-24,EQ_00193,R_003310,SITE_008,OP_0050,5.22,2.98,107.84,43.5,No,None
U_0041103,2024-08-25,EQ_00193,R_003310,SITE_008,OP_0050,8.38,1.74,207.03,69.8,No,None
U_0041104,2024-08-26,EQ_00193,R_003310,SITE_008,OP_0050,8.4,3.82,203.45,70.0,No,None
U_0041105,2024-08-27,EQ_00193,R_003310,SITE_008,OP_0050,5.07,3.15,84.71,42.25,No,None
U_0041106,2024-08-28,EQ_00193,R_003310,SITE_008,OP_0050,5.33,24.46,109.13,44.41,Yes,Excessive Idle
U_0041107,2024-05-12,EQ_00175,R_003311,SITE_004,OP_0091,5.62,3.43,70.66,46.87,No,None
U_0041108,2024-05-13,EQ_00175,R_003311,SITE_004,OP_0091,3.65,3.95,43.07,30.38,No,None
U_0041109,2024-05-14,EQ_00175,R_003311,SITE_004,OP_0091,4.35,2.41,42.11,36.25,No,None
U_0041110,2024-05-15,EQ_00175,R_003311,SITE_004,OP_0091,9.94,0.6,130.7,82.85,No,None
U_0041111,2024-05-16,EQ_00175,R_003311,SITE_004,OP_0091,9.74,2.33,106.29,81.16,No,None
U_0041112,2024-05-17,EQ_00175,R_003311,SITE_004,OP_0091,7.13,2.19,97.83,59.44,No,None
U_0041113,2024-05-18,EQ_00175,R_003311,SITE_004,OP_0091,6.98,7.28,75.33,58.17,No,None
U_0041114,2024-05-19,EQ_00175,R_003311,SITE_004,OP_0091,3.84,3.02,51.34,32.02,No,None
U_0041115,2024-05-20,EQ_00175,R_003311,SITE_004,OP_0091,10.24,5.25,128.67,85.34,No,None
U_0041116,2024-05-21,EQ_00175,R_003311,SITE_004,OP_0091,9.14,1.67,113.53,76.18,No,None
U_0041117,2024-05-22,EQ_00175,R_003311,SITE_004,OP_0091,6.2,4.14,75.7,51.69,No,None
U_0041118,2024-05-23,EQ_00175,R_003311,SITE_004,OP_0091,5.64,2.32,77.31,46.97,No,None
U_0041119,2024-05-24,EQ_00175,R_003311,SITE_004,OP_0091,6.58,0.0,74.58,54.8,No,None
U_0041120,2024-05-25,EQ_00175,R_003311,SITE_004,OP_0091,6.93,1.13,70.78,57.71,No,None
U_0041121,2025-01-27,EQ_00547,R_003312,SITE_025,OP_0141,5.92,0.0,56.02,49.33,No,None
U_0041122,2025-01-28,EQ_00547,R_003312,SITE_025,OP_0141,5.08,2.37,61.49,42.34,No,None
U_0041123,2025-01-29,EQ_00547,R_003312,SITE_025,OP_0141,6.44,4.71,78.21,53.65,No,None
U_0041124,2025-05-31,EQ_00216,R_003313,SITE_003,OP_0111,4.74,0.0,117.98,39.48,No,None
U_0041125,2025-06-01,EQ_00216,R_003313,SITE_003,OP_0111,4.31,2.45,98.66,35.95,No,None
U_0041126,2025-06-02,EQ_00216,R_003313,SITE_003,OP_0111,3.4,1.97,105.26,28.33,No,None
U_0041127,2025-06-03,EQ_00216,R_003313,SITE_003,OP_0111,4.19,3.07,127.12,34.94,No,None
U_0041128,2025-06-04,EQ_00216,R_003313,SITE_003,OP_0111,6.25,2.97,196.41,52.1,No,None
U_0041129,2025-06-05,EQ_00216,R_003313,SITE_003,OP_0111,6.21,1.39,187.43,51.74,No,None
U_0041130,2025-06-06,EQ_00216,R_003313,SITE_003,OP_0111,8.63,1.14,237.87,71.89,No,None
U_0041131,2025-06-07,EQ_00216,R_003313,SITE_003,OP_0111,2.37,2.16,64.3,19.78,No,None
U_0041132,2024-03-27,EQ_00044,R_003314,SITE_023,OP_0175,5.93,1.93,112.02,49.41,No,None
U_0041133,2024-03-28,EQ_00044,R_003314,SITE_023,OP_0175,6.57,4.57,131.78,54.77,No,None
U_0041134,2024-03-29,EQ_00044,R_003314,SITE_023,OP_0175,8.44,0.68,162.71,70.35,No,None
U_0041135,2024-03-30,EQ_00044,R_003314,SITE_023,OP_0175,6.23,4.77,116.93,51.91,No,None
U_0041136,2024-03-31,EQ_00044,R_003314,SITE_023,OP_0175,5.43,2.8,96.65,45.28,No,None
U_0041137,2024-04-01,EQ_00044,R_003314,SITE_023,OP_0175,6.35,1.82,138.67,52.92,No,None
U_0041138,2024-04-02,EQ_00044,R_003314,SITE_023,OP_0175,6.83,4.78,151.17,56.9,No,None
U_0041139,2024-04-03,EQ_00044,R_003314,SITE_023,OP_0175,5.89,3.82,100.0,49.12,No,None
U_0041140,2024-04-04,EQ_00044,R_003314,SITE_023,OP_0175,12.3,2.25,186.34,100.0,No,None
U_0041141,2024-04-05,EQ_00044,R_003314,SITE_023,OP_0175,7.6,2.65,144.87,63.3,No,None
U_0041142,2024-04-06,EQ_00044,R_003314,SITE_023,OP_0175,9.08,0.74,145.01,75.68,No,None
U_0041143,2024-04-07,EQ_00044,R_003314,SITE_023,OP_0175,3.38,7.4,47.49,28.2,No,None
U_0041144,2024-04-08,EQ_00044,R_003314,SITE_023,OP_0175,7.45,0.0,136.01,62.05,No,None
U_0041145,2024-04-09,EQ_00044,R_003314,SITE_023,OP_0175,8.11,4.64,155.89,67.62,No,None
U_0041146,2024-11-28,EQ_00722,R_003315,SITE_018,OP_0268,7.64,4.88,83.38,63.64,No,None
U_0041147,2024-11-29,EQ_00722,R_003315,SITE_018,OP_0268,7.45,6.38,89.81,62.11,No,None
U_0041148,2024-11-30,EQ_00722,R_003315,SITE_018,OP_0268,8.31,5.04,96.77,69.29,No,None
U_0041149,2024-12-01,EQ_00722,R_003315,SITE_018,OP_0268,9.07,5.43,100.99,75.59,No,None
U_0041150,2024-12-02,EQ_00722,R_003315,SITE_018,OP_0268,10.94,5.57,125.95,91.18,No,None
U_0041151,2024-12-03,EQ_00722,R_003315,SITE_018,OP_0268,4.28,0.0,52.95,35.65,No,None
U_0041152,2024-12-04,EQ_00722,R_003315,SITE_018,OP_0268,9.37,0.0,114.99,78.07,No,None
U_0041153,2024-12-05,EQ_00722,R_003315,SITE_018,OP_0268,7.02,4.63,72.47,58.47,No,None
U_0041154,2024-12-06,EQ_00722,R_003315,SITE_018,OP_0268,9.76,5.75,107.38,81.33,No,None
U_0041155,2024-12-07,EQ_00722,R_003315,SITE_018,OP_0268,1.88,3.5,21.17,15.65,No,None
U_0041156,2024-12-08,EQ_00722,R_003315,SITE_018,OP_0268,5.7,1.53,54.97,47.46,No,None
U_0041157,2024-12-09,EQ_00722,R_003315,SITE_018,OP_0268,7.9,2.19,113.62,65.86,No,None
